"species","DD_mean","DD_sd","DD_se","DD_n","ID_C_mean","ID_C_sd","ID_C_se","ID_C_n","ID_T_mean","ID_T_sd","ID_T_se","ID_T_n","iter"
"ARDO",0.0585407403967453,0.054394193620696,0.027197096810348,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0388674005449156,0.0311924372070362,0.0180089620181628,3,"O"
"ARDO",0.0555722560229435,0.0574031178736765,0.0287015589368382,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0428253797099847,0.0257072263403823,0.0148420740477384,3,"P"
"ARDO",0.0496373933131316,0.0563789530518374,0.0281894765259187,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.050738529989734,0.0312072204706617,0.0180174971393965,3,"Q"
"ARDO",0.0511799839445095,0.054949018941671,0.0274745094708355,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.04868174248123,0.0347615849012712,0.020069610400207,3,"R"
"ARDO",0.0482114995707077,0.0574240096411889,0.0287120048205944,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0526397216462991,0.027923578734479,0.0161216856990892,3,"S"
"ARDO",0.0440740477655476,0.0590690989336731,0.0295345494668366,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0581563240531793,0.0184144321459806,0.010631577356456,3,"T"
"ARDO",0.0487418284269399,0.0240954723082686,0.0120477361541343,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0519326165046562,0.0697366120304846,0.0402624517281727,3,"U"
"ARDO",0.045773344053138,0.0289726362089869,0.0144863181044935,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0558905956697253,0.0663019822254488,0.0382794672856687,3,"V"
"ARDO",0.047315934684516,0.026384030033896,0.013192015016948,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0538338081612213,0.0682804520735498,0.0394217373850533,3,"W"
"ARDO",0.0416358922479779,0.0316883976444039,0.015844198822202,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0614071980766055,0.0624621210859487,0.0360625224231275,3,"X"
"ARDO",0.0431784828793559,0.0296290002460574,0.0148145001230287,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0593504105681015,0.0648214724891364,0.0374246945908708,3,"Y"
"ARDO",0.0402099985055541,0.0330554126761382,0.0165277063380691,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0633083897331706,0.0603862787571117,0.0348640342957783,3,"Z"
"ARDO",0.0342751357957421,0.02707399135793,0.013536995678965,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0712215400129199,0.0589345092117955,0.0340258547579886,3,"A1"
"ARDO",0.0358177264271201,0.0252389211775874,0.0126194605887937,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0691647525044159,0.0619204420917338,0.0357497839100031,3,"B1"
"ARDO",0.0328492420533183,0.0281694577949808,0.0140847288974904,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.073122731669485,0.0562342034050373,0.0324668324735624,3,"C1"
"ARDO",0.0287117902481582,0.0285598491669131,0.0142799245834565,4,0.0324115861230918,0.0142746324773565,0.00638380971463906,5,0.0786393340763652,0.0488125068741117,0.0281819139835889,3,"D1"
