"species","combo","DD_mean","DD_sd","DD_se","DD_n","ID_T_mean","ID_T_sd","ID_T_se","ID_T_n","ID_C_mean","ID_C_sd","ID_C_se","ID_C_n","lrr","lrr_var","sei","zi","ci.lb","ci.ub"
"SAAP","Y1",0.0191185444918289,0.0072090475763838,0.00416214555882601,3,0.0274197598021636,0.0106198158144509,0.00474932601392791,5,0.0113747878467149,0.00499525957882777,0.00223394799670317,5,-0.879864600320699,0.0685719415211884,0.261862447710985,-3.36002587622566,-1.39310556673773,-0.366623633903665
"SAAP","Z1",0.0259243006456905,0.00457907355596198,0.00264372935017375,3,0.0233363061098467,0.0125476613231295,0.00561148473543251,5,0.0113747878467149,0.00499525957882777,0.00223394799670317,5,-0.718611036148842,0.0963926416705571,0.31047164390739,-2.31457864268982,-1.32712427642827,-0.110097795869413
"SAAP","A2",0.0231058624695413,0.0108389371528972,0.00625786328295461,3,0.0250273690155362,0.010516431147927,0.00470309098549219,5,0.0113747878467149,0.00499525957882777,0.00223394799670317,5,-0.788570672851405,0.0738840189709566,0.271816149209271,-2.90111781491057,-1.32132053571794,-0.255820809984868
"SAAP","B2",0.020473519412542,0.00861735988971377,0.00497523505203013,3,0.0266067748497358,0.0107844788965541,0.00482296558292139,5,0.0113747878467149,0.00499525957882777,0.00223394799670317,5,-0.849766563133002,0.0714290830938259,0.26726219914875,-3.17952395003698,-1.37359084789352,-0.325942278372481
"SAAP","C2",0.0272792755664036,0.00394861398800631,0.00227973334890137,3,0.0225233211574188,0.0123559231060591,0.00552573679798171,5,0.0113747878467149,0.00499525957882777,0.00223394799670317,5,-0.683151954479853,0.0987596551002592,0.314260489244606,-2.17383978533846,-1.29909119516322,-0.067212713796488
"SAAP","D2",0.02177351488486,0.0102955031692933,0.00594411152623411,3,0.025826777566345,0.0105055965382698,0.00469824560075156,5,0.0113747878467149,0.00499525957882777,0.00223394799670317,5,-0.820012530035536,0.0716634838742896,0.267700362110868,-3.06317303260101,-1.34469559842117,-0.295329461649905
"SAME","A",0.0168876118468474,0.0116480236816567,0.00672498960813165,3,0.0190049853909623,0.00872342812889079,0.00390123565860672,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.230467569644491,0.170191315862046,0.41254250188562,-0.558651699136663,-1.03903601543235,0.57810087614337
"SAME","B",0.0205609928636754,0.0136664328083413,0.00789031866075777,3,0.0168009567808655,0.00678418302168104,0.00303397888165575,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.107202071927555,0.160664236435764,0.400829435590457,-0.267450597208852,-0.892813329628368,0.678409185773259
"SAME","C",0.0143665511675565,0.0121432873271616,0.00701093020718371,3,0.0205176217985369,0.00738733886406879,0.00330371837457678,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.307050352726564,0.153980748815731,0.392403808360382,-0.782485659376095,-1.07614768450927,0.462046979056142
"SAME","D",0.0185744142149239,0.0122100840865788,0.00704949533421426,3,0.0179929039701164,0.00844608624459953,0.00377720459735009,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.175743692185087,0.172123302699288,0.414877455038578,-0.423603861937365,-0.988888562058336,0.637401177688162
"SAME","E",0.0188223998020962,0.0123489668139202,0.00712967931423059,3,0.0178441126178131,0.00832711555133185,0.00372399928585473,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.167439864386716,0.171607887340173,0.414255823544066,-0.404194352548203,-0.979366358919066,0.644486630145634
"SAME","F",0.0140374532276013,0.0123211815186339,0.00711363746651751,3,0.02071508056251,0.0070164313212173,0.00313784347874011,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.316628200510322,0.150998830343766,0.388585679540261,-0.814822102772619,-1.07824213731726,0.444985736296611
"SAME","G",0.0249152612623367,0.0061326898324368,0.00354071012561387,3,0.0141883957416688,0.00856130810383423,0.00382873337929863,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,0.0618093348767111,0.2008725892244,0.448188118120505,0.137909356312057,-0.816623234938262,0.940241904691684
"SAME","H",0.0187208195662178,0.00890026466798886,0.00513857020192229,3,0.0179050607593401,0.0103013915672582,0.00460692236144648,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.170849632771302,0.194255624502045,0.440744398151633,-0.387638807181216,-1.03469277953628,0.69299351399368
"SAME","I",0.0229286826135852,0.00508674180320118,0.00293683174937633,3,0.0153803429309197,0.0103146651422559,0.00461285848464633,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.0188564969258631,0.218005226637612,0.46691029827753,-0.0403856950584004,-0.933983865560676,0.89627087170895
"SAME","J",0.0231766682007574,0.00510356568741589,0.0029465450234565,3,0.0152315515786163,0.0101698073396646,0.00454807610591325,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.00913527408459192,0.217213168792402,0.466061335869434,-0.0196010125310011,-0.922598706975309,0.904328158806125
"SAME","K",0.0183917216262626,0.00937367272446649,0.00541189247076618,3,0.0181025195233132,0.0101027661508503,0.00451809437481702,5,0.0150930408103907,0.0120769682470374,0.0054009843924964,5,-0.181817364665391,0.190345804065589,0.436286378501081,-0.416738577285057,-1.03692295347292,0.673288224142139
