"species","Var1","calc","variable","value"
"ERFA","R2","ID_T","F","ERFA11"
"ERFA","R2","ID_T","G","ERFA12"
"ERFA","R2","ID_T","H","ERFA13"
"ERPA","A","ID_T","E","ERPA3"
"ERPA","A","ID_T","F","ERPA5"
"ERPA","A","ID_T","G","ERPA7"
"ERPA","B","ID_T","E","ERPA13"
"ERPA","B","ID_T","F","ERPA5"
"ERPA","B","ID_T","G","ERPA7"
"ERPA","C","ID_T","E","ERPA13"
"ERPA","C","ID_T","F","ERPA3"
"ERPA","C","ID_T","G","ERPA7"
"ERPA","D","ID_T","E","ERPA13"
"ERPA","D","ID_T","F","ERPA3"
"ERPA","D","ID_T","G","ERPA5"
"ERPA","E","ID_T","E","ERPA12"
"ERPA","E","ID_T","F","ERPA5"
"ERPA","E","ID_T","G","ERPA7"
"ERPA","F","ID_T","E","ERPA12"
"ERPA","F","ID_T","F","ERPA3"
"ERPA","F","ID_T","G","ERPA7"
"ERPA","G","ID_T","E","ERPA12"
"ERPA","G","ID_T","F","ERPA3"
"ERPA","G","ID_T","G","ERPA5"
"ERPA","H","ID_T","E","ERPA12"
"ERPA","H","ID_T","F","ERPA13"
"ERPA","H","ID_T","G","ERPA7"
"ERPA","I","ID_T","E","ERPA12"
"ERPA","I","ID_T","F","ERPA13"
"ERPA","I","ID_T","G","ERPA5"
"ERPA","J","ID_T","E","ERPA12"
"ERPA","J","ID_T","F","ERPA13"
"ERPA","J","ID_T","G","ERPA3"
"ERPA","K","ID_T","E","ERPA11"
"ERPA","K","ID_T","F","ERPA5"
"ERPA","K","ID_T","G","ERPA7"
"ERPA","L","ID_T","E","ERPA11"
"ERPA","L","ID_T","F","ERPA3"
"ERPA","L","ID_T","G","ERPA7"
"ERPA","M","ID_T","E","ERPA11"
"ERPA","M","ID_T","F","ERPA3"
"ERPA","M","ID_T","G","ERPA5"
"ERPA","N","ID_T","E","ERPA11"
"ERPA","N","ID_T","F","ERPA13"
"ERPA","N","ID_T","G","ERPA7"
"ERPA","O","ID_T","E","ERPA11"
"ERPA","O","ID_T","F","ERPA13"
"ERPA","O","ID_T","G","ERPA5"
"ERPA","P","ID_T","E","ERPA11"
"ERPA","P","ID_T","F","ERPA13"
"ERPA","P","ID_T","G","ERPA3"
"ERPA","Q","ID_T","E","ERPA11"
"ERPA","Q","ID_T","F","ERPA12"
"ERPA","Q","ID_T","G","ERPA7"
"ERPA","R","ID_T","E","ERPA11"
"ERPA","R","ID_T","F","ERPA12"
"ERPA","R","ID_T","G","ERPA5"
"ERPA","S","ID_T","E","ERPA11"
"ERPA","S","ID_T","F","ERPA12"
"ERPA","S","ID_T","G","ERPA3"
"ERPA","T","ID_T","E","ERPA11"
"ERPA","T","ID_T","F","ERPA12"
"ERPA","T","ID_T","G","ERPA13"
"ERPA","U","ID_T","E","ERPA1"
"ERPA","U","ID_T","F","ERPA5"
"ERPA","U","ID_T","G","ERPA7"
"ERPA","V","ID_T","E","ERPA1"
"ERPA","V","ID_T","F","ERPA3"
"ERPA","V","ID_T","G","ERPA7"
"ERPA","X","ID_T","E","ERPA1"
"ERPA","X","ID_T","F","ERPA13"
"ERPA","X","ID_T","G","ERPA7"
"ERPA","Y","ID_T","E","ERPA1"
"ERPA","Y","ID_T","F","ERPA13"
"ERPA","Y","ID_T","G","ERPA5"
"ERPA","Z","ID_T","E","ERPA1"
"ERPA","Z","ID_T","F","ERPA13"
"ERPA","Z","ID_T","G","ERPA3"
"ERPA","A1","ID_T","E","ERPA1"
"ERPA","A1","ID_T","F","ERPA12"
"ERPA","A1","ID_T","G","ERPA7"
"ERPA","B1","ID_T","E","ERPA1"
"ERPA","B1","ID_T","F","ERPA12"
"ERPA","B1","ID_T","G","ERPA5"
"ERPA","D1","ID_T","E","ERPA1"
"ERPA","D1","ID_T","F","ERPA12"
"ERPA","D1","ID_T","G","ERPA13"
"ERPA","E1","ID_T","E","ERPA1"
"ERPA","E1","ID_T","F","ERPA11"
"ERPA","E1","ID_T","G","ERPA7"
"ERPA","F1","ID_T","E","ERPA1"
"ERPA","F1","ID_T","F","ERPA11"
"ERPA","F1","ID_T","G","ERPA5"
"ERPA","G1","ID_T","E","ERPA1"
"ERPA","G1","ID_T","F","ERPA11"
"ERPA","G1","ID_T","G","ERPA3"
"ERPA","H1","ID_T","E","ERPA1"
"ERPA","H1","ID_T","F","ERPA11"
"ERPA","H1","ID_T","G","ERPA13"
"ERPA","I1","ID_T","E","ERPA1"
"ERPA","I1","ID_T","F","ERPA11"
"ERPA","I1","ID_T","G","ERPA12"
"ISME","A","ID_T","E","ISME5"
"ISME","A","ID_T","F","ISME6"
"ISME","A","ID_T","G","ISME7"
"ISME","A","ID_T","H","ISME8"
"ISME","B","ID_T","E","ISME4"
"ISME","B","ID_T","F","ISME6"
"ISME","B","ID_T","G","ISME7"
"ISME","B","ID_T","H","ISME8"
"ISME","C","ID_T","E","ISME4"
"ISME","C","ID_T","F","ISME5"
"ISME","C","ID_T","G","ISME7"
"ISME","C","ID_T","H","ISME8"
"ISME","D","ID_T","E","ISME4"
"ISME","D","ID_T","F","ISME5"
"ISME","D","ID_T","G","ISME6"
"ISME","D","ID_T","H","ISME8"
"ISME","E","ID_T","E","ISME4"
"ISME","E","ID_T","F","ISME5"
"ISME","E","ID_T","G","ISME6"
"ISME","E","ID_T","H","ISME7"
"ISME","G","ID_T","E","ISME3"
"ISME","G","ID_T","F","ISME5"
"ISME","G","ID_T","G","ISME7"
"ISME","G","ID_T","H","ISME8"
"ISME","I","ID_T","E","ISME3"
"ISME","I","ID_T","F","ISME5"
"ISME","I","ID_T","G","ISME6"
"ISME","I","ID_T","H","ISME7"
"ISME","J","ID_T","E","ISME3"
"ISME","J","ID_T","F","ISME4"
"ISME","J","ID_T","G","ISME7"
"ISME","J","ID_T","H","ISME8"
"ISME","L","ID_T","E","ISME3"
"ISME","L","ID_T","F","ISME4"
"ISME","L","ID_T","G","ISME6"
"ISME","L","ID_T","H","ISME7"
"ISME","M","ID_T","E","ISME3"
"ISME","M","ID_T","F","ISME4"
"ISME","M","ID_T","G","ISME5"
"ISME","M","ID_T","H","ISME8"
"ISME","N","ID_T","E","ISME3"
"ISME","N","ID_T","F","ISME4"
"ISME","N","ID_T","G","ISME5"
"ISME","N","ID_T","H","ISME7"
"ISME","O","ID_T","E","ISME3"
"ISME","O","ID_T","F","ISME4"
"ISME","O","ID_T","G","ISME5"
"ISME","O","ID_T","H","ISME6"
"ISME","P","ID_T","E","ISME2"
"ISME","P","ID_T","F","ISME6"
"ISME","P","ID_T","G","ISME7"
"ISME","P","ID_T","H","ISME8"
"ISME","Q","ID_T","E","ISME2"
"ISME","Q","ID_T","F","ISME5"
"ISME","Q","ID_T","G","ISME7"
"ISME","Q","ID_T","H","ISME8"
"ISME","R","ID_T","E","ISME2"
"ISME","R","ID_T","F","ISME5"
"ISME","R","ID_T","G","ISME6"
"ISME","R","ID_T","H","ISME8"
"ISME","S","ID_T","E","ISME2"
"ISME","S","ID_T","F","ISME5"
"ISME","S","ID_T","G","ISME6"
"ISME","S","ID_T","H","ISME7"
"ISME","T","ID_T","E","ISME2"
"ISME","T","ID_T","F","ISME4"
"ISME","T","ID_T","G","ISME7"
"ISME","T","ID_T","H","ISME8"
"ISME","U","ID_T","E","ISME2"
"ISME","U","ID_T","F","ISME4"
"ISME","U","ID_T","G","ISME6"
"ISME","U","ID_T","H","ISME8"
"ISME","V","ID_T","E","ISME2"
"ISME","V","ID_T","F","ISME4"
"ISME","V","ID_T","G","ISME6"
"ISME","V","ID_T","H","ISME7"
"ISME","W","ID_T","E","ISME2"
"ISME","W","ID_T","F","ISME4"
"ISME","W","ID_T","G","ISME5"
"ISME","W","ID_T","H","ISME8"
"ISME","X","ID_T","E","ISME2"
"ISME","X","ID_T","F","ISME4"
"ISME","X","ID_T","G","ISME5"
"ISME","X","ID_T","H","ISME7"
"ISME","Y","ID_T","E","ISME2"
"ISME","Y","ID_T","F","ISME4"
"ISME","Y","ID_T","G","ISME5"
"ISME","Y","ID_T","H","ISME6"
"ISME","Z","ID_T","E","ISME2"
"ISME","Z","ID_T","F","ISME3"
"ISME","Z","ID_T","G","ISME7"
"ISME","Z","ID_T","H","ISME8"
"ISME","B1","ID_T","E","ISME2"
"ISME","B1","ID_T","F","ISME3"
"ISME","B1","ID_T","G","ISME6"
"ISME","B1","ID_T","H","ISME7"
"ISME","C1","ID_T","E","ISME2"
"ISME","C1","ID_T","F","ISME3"
"ISME","C1","ID_T","G","ISME5"
"ISME","C1","ID_T","H","ISME8"
"ISME","D1","ID_T","E","ISME2"
"ISME","D1","ID_T","F","ISME3"
"ISME","D1","ID_T","G","ISME5"
"ISME","D1","ID_T","H","ISME7"
"ISME","E1","ID_T","E","ISME2"
"ISME","E1","ID_T","F","ISME3"
"ISME","E1","ID_T","G","ISME5"
"ISME","E1","ID_T","H","ISME6"
"ISME","F1","ID_T","E","ISME2"
"ISME","F1","ID_T","F","ISME3"
"ISME","F1","ID_T","G","ISME4"
"ISME","F1","ID_T","H","ISME8"
"ISME","G1","ID_T","E","ISME2"
"ISME","G1","ID_T","F","ISME3"
"ISME","G1","ID_T","G","ISME4"
"ISME","G1","ID_T","H","ISME7"
"ISME","H1","ID_T","E","ISME2"
"ISME","H1","ID_T","F","ISME3"
"ISME","H1","ID_T","G","ISME4"
"ISME","H1","ID_T","H","ISME6"
"ISME","I1","ID_T","E","ISME2"
"ISME","I1","ID_T","F","ISME3"
"ISME","I1","ID_T","G","ISME4"
"ISME","I1","ID_T","H","ISME5"
"ISME","K1","ID_T","E","ISME1"
"ISME","K1","ID_T","F","ISME5"
"ISME","K1","ID_T","G","ISME7"
"ISME","K1","ID_T","H","ISME8"
"ISME","L1","ID_T","E","ISME1"
"ISME","L1","ID_T","F","ISME5"
"ISME","L1","ID_T","G","ISME6"
"ISME","L1","ID_T","H","ISME8"
"ISME","M1","ID_T","E","ISME1"
"ISME","M1","ID_T","F","ISME5"
"ISME","M1","ID_T","G","ISME6"
"ISME","M1","ID_T","H","ISME7"
"ISME","N1","ID_T","E","ISME1"
"ISME","N1","ID_T","F","ISME4"
"ISME","N1","ID_T","G","ISME7"
"ISME","N1","ID_T","H","ISME8"
"ISME","P1","ID_T","E","ISME1"
"ISME","P1","ID_T","F","ISME4"
"ISME","P1","ID_T","G","ISME6"
"ISME","P1","ID_T","H","ISME7"
"ISME","Q1","ID_T","E","ISME1"
"ISME","Q1","ID_T","F","ISME4"
"ISME","Q1","ID_T","G","ISME5"
"ISME","Q1","ID_T","H","ISME8"
"ISME","R1","ID_T","E","ISME1"
"ISME","R1","ID_T","F","ISME4"
"ISME","R1","ID_T","G","ISME5"
"ISME","R1","ID_T","H","ISME7"
"ISME","S1","ID_T","E","ISME1"
"ISME","S1","ID_T","F","ISME4"
"ISME","S1","ID_T","G","ISME5"
"ISME","S1","ID_T","H","ISME6"
"ISME","T1","ID_T","E","ISME1"
"ISME","T1","ID_T","F","ISME3"
"ISME","T1","ID_T","G","ISME7"
"ISME","T1","ID_T","H","ISME8"
"ISME","V1","ID_T","E","ISME1"
"ISME","V1","ID_T","F","ISME3"
"ISME","V1","ID_T","G","ISME6"
"ISME","V1","ID_T","H","ISME7"
"ISME","W1","ID_T","E","ISME1"
"ISME","W1","ID_T","F","ISME3"
"ISME","W1","ID_T","G","ISME5"
"ISME","W1","ID_T","H","ISME8"
"ISME","X1","ID_T","E","ISME1"
"ISME","X1","ID_T","F","ISME3"
"ISME","X1","ID_T","G","ISME5"
"ISME","X1","ID_T","H","ISME7"
"ISME","Y1","ID_T","E","ISME1"
"ISME","Y1","ID_T","F","ISME3"
"ISME","Y1","ID_T","G","ISME5"
"ISME","Y1","ID_T","H","ISME6"
"ISME","Z1","ID_T","E","ISME1"
"ISME","Z1","ID_T","F","ISME3"
"ISME","Z1","ID_T","G","ISME4"
"ISME","Z1","ID_T","H","ISME8"
"ISME","A2","ID_T","E","ISME1"
"ISME","A2","ID_T","F","ISME3"
"ISME","A2","ID_T","G","ISME4"
"ISME","A2","ID_T","H","ISME7"
"ISME","B2","ID_T","E","ISME1"
"ISME","B2","ID_T","F","ISME3"
"ISME","B2","ID_T","G","ISME4"
"ISME","B2","ID_T","H","ISME6"
"ISME","C2","ID_T","E","ISME1"
"ISME","C2","ID_T","F","ISME3"
"ISME","C2","ID_T","G","ISME4"
"ISME","C2","ID_T","H","ISME5"
"ISME","D2","ID_T","E","ISME1"
"ISME","D2","ID_T","F","ISME2"
"ISME","D2","ID_T","G","ISME7"
"ISME","D2","ID_T","H","ISME8"
"ISME","E2","ID_T","E","ISME1"
"ISME","E2","ID_T","F","ISME2"
"ISME","E2","ID_T","G","ISME6"
"ISME","E2","ID_T","H","ISME8"
"ISME","F2","ID_T","E","ISME1"
"ISME","F2","ID_T","F","ISME2"
"ISME","F2","ID_T","G","ISME6"
"ISME","F2","ID_T","H","ISME7"
"ISME","G2","ID_T","E","ISME1"
"ISME","G2","ID_T","F","ISME2"
"ISME","G2","ID_T","G","ISME5"
"ISME","G2","ID_T","H","ISME8"
"ISME","H2","ID_T","E","ISME1"
"ISME","H2","ID_T","F","ISME2"
"ISME","H2","ID_T","G","ISME5"
"ISME","H2","ID_T","H","ISME7"
"ISME","I2","ID_T","E","ISME1"
"ISME","I2","ID_T","F","ISME2"
"ISME","I2","ID_T","G","ISME5"
"ISME","I2","ID_T","H","ISME6"
"ISME","J2","ID_T","E","ISME1"
"ISME","J2","ID_T","F","ISME2"
"ISME","J2","ID_T","G","ISME4"
"ISME","J2","ID_T","H","ISME8"
"ISME","K2","ID_T","E","ISME1"
"ISME","K2","ID_T","F","ISME2"
"ISME","K2","ID_T","G","ISME4"
"ISME","K2","ID_T","H","ISME7"
"ISME","L2","ID_T","E","ISME1"
"ISME","L2","ID_T","F","ISME2"
"ISME","L2","ID_T","G","ISME4"
"ISME","L2","ID_T","H","ISME6"
"ISME","M2","ID_T","E","ISME1"
"ISME","M2","ID_T","F","ISME2"
"ISME","M2","ID_T","G","ISME4"
"ISME","M2","ID_T","H","ISME5"
"ISME","N2","ID_T","E","ISME1"
"ISME","N2","ID_T","F","ISME2"
"ISME","N2","ID_T","G","ISME3"
"ISME","N2","ID_T","H","ISME8"
"ISME","O2","ID_T","E","ISME1"
"ISME","O2","ID_T","F","ISME2"
"ISME","O2","ID_T","G","ISME3"
"ISME","O2","ID_T","H","ISME7"
"ISME","P2","ID_T","E","ISME1"
"ISME","P2","ID_T","F","ISME2"
"ISME","P2","ID_T","G","ISME3"
"ISME","P2","ID_T","H","ISME6"
"ISME","Q2","ID_T","E","ISME1"
"ISME","Q2","ID_T","F","ISME2"
"ISME","Q2","ID_T","G","ISME3"
"ISME","Q2","ID_T","H","ISME5"
"ISME","R2","ID_T","E","ISME1"
"ISME","R2","ID_T","F","ISME2"
"ISME","R2","ID_T","G","ISME3"
"ISME","R2","ID_T","H","ISME4"
"LUAL","A","ID_T","E","LUAL13"
"LUAL","A","ID_T","F","LUAL4"
"LUAL","A","ID_T","G","LUAL6"
"LUAL","A","ID_T","H","LUAL7"
"LUAL","B","ID_T","E","LUAL12"
"LUAL","B","ID_T","F","LUAL4"
"LUAL","B","ID_T","G","LUAL6"
"LUAL","B","ID_T","H","LUAL7"
"LUAL","C","ID_T","E","LUAL12"
"LUAL","C","ID_T","F","LUAL13"
"LUAL","C","ID_T","G","LUAL6"
"LUAL","C","ID_T","H","LUAL7"
"LUAL","D","ID_T","E","LUAL12"
"LUAL","D","ID_T","F","LUAL13"
"LUAL","D","ID_T","G","LUAL4"
"LUAL","D","ID_T","H","LUAL7"
"LUAL","E","ID_T","E","LUAL12"
"LUAL","E","ID_T","F","LUAL13"
"LUAL","E","ID_T","G","LUAL4"
"LUAL","E","ID_T","H","LUAL6"
"LUAL","F","ID_T","E","LUAL11"
"LUAL","F","ID_T","F","LUAL4"
"LUAL","F","ID_T","G","LUAL6"
"LUAL","F","ID_T","H","LUAL7"
"LUAL","G","ID_T","E","LUAL11"
"LUAL","G","ID_T","F","LUAL13"
"LUAL","G","ID_T","G","LUAL6"
"LUAL","G","ID_T","H","LUAL7"
"LUAL","H","ID_T","E","LUAL11"
"LUAL","H","ID_T","F","LUAL13"
"LUAL","H","ID_T","G","LUAL4"
"LUAL","H","ID_T","H","LUAL7"
"LUAL","I","ID_T","E","LUAL11"
"LUAL","I","ID_T","F","LUAL13"
"LUAL","I","ID_T","G","LUAL4"
"LUAL","I","ID_T","H","LUAL6"
"LUAL","J","ID_T","E","LUAL11"
"LUAL","J","ID_T","F","LUAL12"
"LUAL","J","ID_T","G","LUAL6"
"LUAL","J","ID_T","H","LUAL7"
"LUAL","K","ID_T","E","LUAL11"
"LUAL","K","ID_T","F","LUAL12"
"LUAL","K","ID_T","G","LUAL4"
"LUAL","K","ID_T","H","LUAL7"
"LUAL","L","ID_T","E","LUAL11"
"LUAL","L","ID_T","F","LUAL12"
"LUAL","L","ID_T","G","LUAL4"
"LUAL","L","ID_T","H","LUAL6"
"LUAL","M","ID_T","E","LUAL11"
"LUAL","M","ID_T","F","LUAL12"
"LUAL","M","ID_T","G","LUAL13"
"LUAL","M","ID_T","H","LUAL7"
"LUAL","N","ID_T","E","LUAL11"
"LUAL","N","ID_T","F","LUAL12"
"LUAL","N","ID_T","G","LUAL13"
"LUAL","N","ID_T","H","LUAL6"
"LUAL","O","ID_T","E","LUAL11"
"LUAL","O","ID_T","F","LUAL12"
"LUAL","O","ID_T","G","LUAL13"
"LUAL","O","ID_T","H","LUAL4"
"LUAL","P","ID_T","E","LUAL10"
"LUAL","P","ID_T","F","LUAL4"
"LUAL","P","ID_T","G","LUAL6"
"LUAL","P","ID_T","H","LUAL7"
"LUAL","Q","ID_T","E","LUAL10"
"LUAL","Q","ID_T","F","LUAL13"
"LUAL","Q","ID_T","G","LUAL6"
"LUAL","Q","ID_T","H","LUAL7"
"LUAL","R","ID_T","E","LUAL10"
"LUAL","R","ID_T","F","LUAL13"
"LUAL","R","ID_T","G","LUAL4"
"LUAL","R","ID_T","H","LUAL7"
"LUAL","S","ID_T","E","LUAL10"
"LUAL","S","ID_T","F","LUAL13"
"LUAL","S","ID_T","G","LUAL4"
"LUAL","S","ID_T","H","LUAL6"
"LUAL","T","ID_T","E","LUAL10"
"LUAL","T","ID_T","F","LUAL12"
"LUAL","T","ID_T","G","LUAL6"
"LUAL","T","ID_T","H","LUAL7"
"LUAL","U","ID_T","E","LUAL10"
"LUAL","U","ID_T","F","LUAL12"
"LUAL","U","ID_T","G","LUAL4"
"LUAL","U","ID_T","H","LUAL7"
"LUAL","V","ID_T","E","LUAL10"
"LUAL","V","ID_T","F","LUAL12"
"LUAL","V","ID_T","G","LUAL4"
"LUAL","V","ID_T","H","LUAL6"
"LUAL","W","ID_T","E","LUAL10"
"LUAL","W","ID_T","F","LUAL12"
"LUAL","W","ID_T","G","LUAL13"
"LUAL","W","ID_T","H","LUAL7"
"LUAL","X","ID_T","E","LUAL10"
"LUAL","X","ID_T","F","LUAL12"
"LUAL","X","ID_T","G","LUAL13"
"LUAL","X","ID_T","H","LUAL6"
"LUAL","Y","ID_T","E","LUAL10"
"LUAL","Y","ID_T","F","LUAL12"
"LUAL","Y","ID_T","G","LUAL13"
"LUAL","Y","ID_T","H","LUAL4"
"LUAL","Z","ID_T","E","LUAL10"
"LUAL","Z","ID_T","F","LUAL11"
"LUAL","Z","ID_T","G","LUAL6"
"LUAL","Z","ID_T","H","LUAL7"
"LUAL","A1","ID_T","E","LUAL10"
"LUAL","A1","ID_T","F","LUAL11"
"LUAL","A1","ID_T","G","LUAL4"
"LUAL","A1","ID_T","H","LUAL7"
"LUAL","B1","ID_T","E","LUAL10"
"LUAL","B1","ID_T","F","LUAL11"
"LUAL","B1","ID_T","G","LUAL4"
"LUAL","B1","ID_T","H","LUAL6"
"LUAL","C1","ID_T","E","LUAL10"
"LUAL","C1","ID_T","F","LUAL11"
"LUAL","C1","ID_T","G","LUAL13"
"LUAL","C1","ID_T","H","LUAL7"
"LUAL","D1","ID_T","E","LUAL10"
"LUAL","D1","ID_T","F","LUAL11"
"LUAL","D1","ID_T","G","LUAL13"
"LUAL","D1","ID_T","H","LUAL6"
"LUAL","E1","ID_T","E","LUAL10"
"LUAL","E1","ID_T","F","LUAL11"
"LUAL","E1","ID_T","G","LUAL13"
"LUAL","E1","ID_T","H","LUAL4"
"LUAL","F1","ID_T","E","LUAL10"
"LUAL","F1","ID_T","F","LUAL11"
"LUAL","F1","ID_T","G","LUAL12"
"LUAL","F1","ID_T","H","LUAL7"
"LUAL","G1","ID_T","E","LUAL10"
"LUAL","G1","ID_T","F","LUAL11"
"LUAL","G1","ID_T","G","LUAL12"
"LUAL","G1","ID_T","H","LUAL6"
"LUAL","H1","ID_T","E","LUAL10"
"LUAL","H1","ID_T","F","LUAL11"
"LUAL","H1","ID_T","G","LUAL12"
"LUAL","H1","ID_T","H","LUAL4"
"LUAL","I1","ID_T","E","LUAL10"
"LUAL","I1","ID_T","F","LUAL11"
"LUAL","I1","ID_T","G","LUAL12"
"LUAL","I1","ID_T","H","LUAL13"
"LUAL","J1","ID_T","E","LUAL1"
"LUAL","J1","ID_T","F","LUAL4"
"LUAL","J1","ID_T","G","LUAL6"
"LUAL","J1","ID_T","H","LUAL7"
"LUAL","K1","ID_T","E","LUAL1"
"LUAL","K1","ID_T","F","LUAL13"
"LUAL","K1","ID_T","G","LUAL6"
"LUAL","K1","ID_T","H","LUAL7"
"LUAL","L1","ID_T","E","LUAL1"
"LUAL","L1","ID_T","F","LUAL13"
"LUAL","L1","ID_T","G","LUAL4"
"LUAL","L1","ID_T","H","LUAL7"
"LUAL","M1","ID_T","E","LUAL1"
"LUAL","M1","ID_T","F","LUAL13"
"LUAL","M1","ID_T","G","LUAL4"
"LUAL","M1","ID_T","H","LUAL6"
"LUAL","N1","ID_T","E","LUAL1"
"LUAL","N1","ID_T","F","LUAL12"
"LUAL","N1","ID_T","G","LUAL6"
"LUAL","N1","ID_T","H","LUAL7"
"LUAL","O1","ID_T","E","LUAL1"
"LUAL","O1","ID_T","F","LUAL12"
"LUAL","O1","ID_T","G","LUAL4"
"LUAL","O1","ID_T","H","LUAL7"
"LUAL","P1","ID_T","E","LUAL1"
"LUAL","P1","ID_T","F","LUAL12"
"LUAL","P1","ID_T","G","LUAL4"
"LUAL","P1","ID_T","H","LUAL6"
"LUAL","Q1","ID_T","E","LUAL1"
"LUAL","Q1","ID_T","F","LUAL12"
"LUAL","Q1","ID_T","G","LUAL13"
"LUAL","Q1","ID_T","H","LUAL7"
"LUAL","R1","ID_T","E","LUAL1"
"LUAL","R1","ID_T","F","LUAL12"
"LUAL","R1","ID_T","G","LUAL13"
"LUAL","R1","ID_T","H","LUAL6"
"LUAL","S1","ID_T","E","LUAL1"
"LUAL","S1","ID_T","F","LUAL12"
"LUAL","S1","ID_T","G","LUAL13"
"LUAL","S1","ID_T","H","LUAL4"
"LUAL","U1","ID_T","E","LUAL1"
"LUAL","U1","ID_T","F","LUAL11"
"LUAL","U1","ID_T","G","LUAL4"
"LUAL","U1","ID_T","H","LUAL7"
"LUAL","V1","ID_T","E","LUAL1"
"LUAL","V1","ID_T","F","LUAL11"
"LUAL","V1","ID_T","G","LUAL4"
"LUAL","V1","ID_T","H","LUAL6"
"LUAL","Y1","ID_T","E","LUAL1"
"LUAL","Y1","ID_T","F","LUAL11"
"LUAL","Y1","ID_T","G","LUAL13"
"LUAL","Y1","ID_T","H","LUAL4"
"LUAL","B2","ID_T","E","LUAL1"
"LUAL","B2","ID_T","F","LUAL11"
"LUAL","B2","ID_T","G","LUAL12"
"LUAL","B2","ID_T","H","LUAL4"
"LUAL","D2","ID_T","E","LUAL1"
"LUAL","D2","ID_T","F","LUAL10"
"LUAL","D2","ID_T","G","LUAL6"
"LUAL","D2","ID_T","H","LUAL7"
"LUAL","E2","ID_T","E","LUAL1"
"LUAL","E2","ID_T","F","LUAL10"
"LUAL","E2","ID_T","G","LUAL4"
"LUAL","E2","ID_T","H","LUAL7"
"LUAL","F2","ID_T","E","LUAL1"
"LUAL","F2","ID_T","F","LUAL10"
"LUAL","F2","ID_T","G","LUAL4"
"LUAL","F2","ID_T","H","LUAL6"
"LUAL","G2","ID_T","E","LUAL1"
"LUAL","G2","ID_T","F","LUAL10"
"LUAL","G2","ID_T","G","LUAL13"
"LUAL","G2","ID_T","H","LUAL7"
"LUAL","H2","ID_T","E","LUAL1"
"LUAL","H2","ID_T","F","LUAL10"
"LUAL","H2","ID_T","G","LUAL13"
"LUAL","H2","ID_T","H","LUAL6"
"LUAL","I2","ID_T","E","LUAL1"
"LUAL","I2","ID_T","F","LUAL10"
"LUAL","I2","ID_T","G","LUAL13"
"LUAL","I2","ID_T","H","LUAL4"
"LUAL","J2","ID_T","E","LUAL1"
"LUAL","J2","ID_T","F","LUAL10"
"LUAL","J2","ID_T","G","LUAL12"
"LUAL","J2","ID_T","H","LUAL7"
"LUAL","K2","ID_T","E","LUAL1"
"LUAL","K2","ID_T","F","LUAL10"
"LUAL","K2","ID_T","G","LUAL12"
"LUAL","K2","ID_T","H","LUAL6"
"LUAL","L2","ID_T","E","LUAL1"
"LUAL","L2","ID_T","F","LUAL10"
"LUAL","L2","ID_T","G","LUAL12"
"LUAL","L2","ID_T","H","LUAL4"
"LUAL","M2","ID_T","E","LUAL1"
"LUAL","M2","ID_T","F","LUAL10"
"LUAL","M2","ID_T","G","LUAL12"
"LUAL","M2","ID_T","H","LUAL13"
"LUAL","N2","ID_T","E","LUAL1"
"LUAL","N2","ID_T","F","LUAL10"
"LUAL","N2","ID_T","G","LUAL11"
"LUAL","N2","ID_T","H","LUAL7"
"LUAL","O2","ID_T","E","LUAL1"
"LUAL","O2","ID_T","F","LUAL10"
"LUAL","O2","ID_T","G","LUAL11"
"LUAL","O2","ID_T","H","LUAL6"
"LUAL","P2","ID_T","E","LUAL1"
"LUAL","P2","ID_T","F","LUAL10"
"LUAL","P2","ID_T","G","LUAL11"
"LUAL","P2","ID_T","H","LUAL4"
"LUAL","R2","ID_T","E","LUAL1"
"LUAL","R2","ID_T","F","LUAL10"
"LUAL","R2","ID_T","G","LUAL11"
"LUAL","R2","ID_T","H","LUAL12"
"SAAP","A","ID_T","E","SAAP3"
"SAAP","A","ID_T","F","SAAP5"
"SAAP","A","ID_T","G","SAAP7"
"SAAP","A","ID_T","H","SAAP9"
"SAAP","B","ID_T","E","SAAP15"
"SAAP","B","ID_T","F","SAAP5"
"SAAP","B","ID_T","G","SAAP7"
"SAAP","B","ID_T","H","SAAP9"
"SAAP","C","ID_T","E","SAAP15"
"SAAP","C","ID_T","F","SAAP3"
"SAAP","C","ID_T","G","SAAP7"
"SAAP","C","ID_T","H","SAAP9"
"SAAP","D","ID_T","E","SAAP15"
"SAAP","D","ID_T","F","SAAP3"
"SAAP","D","ID_T","G","SAAP5"
"SAAP","D","ID_T","H","SAAP9"
"SAAP","E","ID_T","E","SAAP15"
"SAAP","E","ID_T","F","SAAP3"
"SAAP","E","ID_T","G","SAAP5"
"SAAP","E","ID_T","H","SAAP7"
"SAAP","F","ID_T","E","SAAP11"
"SAAP","F","ID_T","F","SAAP5"
"SAAP","F","ID_T","G","SAAP7"
"SAAP","F","ID_T","H","SAAP9"
"SAAP","H","ID_T","E","SAAP11"
"SAAP","H","ID_T","F","SAAP3"
"SAAP","H","ID_T","G","SAAP5"
"SAAP","H","ID_T","H","SAAP9"
"SAAP","I","ID_T","E","SAAP11"
"SAAP","I","ID_T","F","SAAP3"
"SAAP","I","ID_T","G","SAAP5"
"SAAP","I","ID_T","H","SAAP7"
"SAAP","K","ID_T","E","SAAP11"
"SAAP","K","ID_T","F","SAAP15"
