"species","Var1","calc","variable","value"
"ARCA","A","DD","A","ARCA11"
"ARCA","B","DD","A","ARCA11"
"ARCA","C","DD","A","ARCA11"
"ARCA","D","DD","A","ARCA11"
"ARCA","E","DD","A","ARCA11"
"ARCA","F","DD","A","ARCA11"
"ARCA","G","DD","A","ARCA11"
"ARCA","H","DD","A","ARCA11"
"ARCA","I","DD","A","ARCA11"
"ARCA","J","DD","A","ARCA11"
"ARCA","K","DD","A","ARCA11"
"ARCA","L","DD","A","ARCA11"
"ARCA","M","DD","A","ARCA11"
"ARCA","N","DD","A","ARCA11"
"ARCA","O","DD","A","ARCA11"
"ARCA","P","DD","A","ARCA11"
"ARCA","R","DD","A","ARCA11"
"ARCA","U","DD","A","ARCA2"
"ARCA","V","DD","A","ARCA2"
"ARCA","W","DD","A","ARCA2"
"ARCA","X","DD","A","ARCA2"
"ARCA","Y","DD","A","ARCA2"
"ARCA","Z","DD","A","ARCA2"
"ARCA","A1","DD","A","ARCA2"
"ARCA","B1","DD","A","ARCA2"
"ARCA","C1","DD","A","ARCA2"
"ARCA","D1","DD","A","ARCA2"
"ARCA","E1","DD","A","ARCA3"
"ARCA","F1","DD","A","ARCA3"
"ARCA","G1","DD","A","ARCA3"
"ARCA","H1","DD","A","ARCA3"
"ARCA","I1","DD","A","ARCA4"
"ARDO","A","DD","A","ARDO1"
"ARDO","B","DD","A","ARDO1"
"ARDO","C","DD","A","ARDO1"
"ARDO","D","DD","A","ARDO1"
"ARDO","E","DD","A","ARDO1"
"ARDO","F","DD","A","ARDO1"
"ARDO","G","DD","A","ARDO1"
"ARDO","H","DD","A","ARDO1"
"ARDO","I","DD","A","ARDO1"
"ARDO","J","DD","A","ARDO1"
"ARDO","K","DD","A","ARDO1"
"ARDO","L","DD","A","ARDO1"
"ARDO","M","DD","A","ARDO1"
"ARDO","N","DD","A","ARDO1"
"ARDO","O","DD","A","ARDO1"
"ARDO","P","DD","A","ARDO1"
"ARDO","Q","DD","A","ARDO1"
"ARDO","R","DD","A","ARDO1"
"ARDO","S","DD","A","ARDO1"
"ARDO","T","DD","A","ARDO1"
"ARDO","U","DD","A","ARDO12"
"ARDO","V","DD","A","ARDO12"
"ARDO","W","DD","A","ARDO12"
"ARDO","X","DD","A","ARDO12"
"ARDO","Y","DD","A","ARDO12"
"ARDO","Z","DD","A","ARDO12"
"ARDO","A1","DD","A","ARDO12"
"ARDO","B1","DD","A","ARDO12"
"ARDO","C1","DD","A","ARDO12"
"ARDO","D1","DD","A","ARDO12"
"ARDO","E1","DD","A","ARDO3"
"ARDO","F1","DD","A","ARDO3"
"ARDO","G1","DD","A","ARDO3"
"ENCA","A","DD","A","ENCA1"
"ENCA","B","DD","A","ENCA1"
"ENCA","C","DD","A","ENCA1"
"ENCA","D","DD","A","ENCA1"
"ENCA","E","DD","A","ENCA1"
"ENCA","F","DD","A","ENCA1"
"ENCA","G","DD","A","ENCA1"
"ENCA","H","DD","A","ENCA1"
"ENCA","I","DD","A","ENCA1"
"ENCA","J","DD","A","ENCA1"
"ENCA","K","DD","A","ENCA1"
"ENCA","L","DD","A","ENCA1"
"ENCA","M","DD","A","ENCA1"
"ENCA","N","DD","A","ENCA1"
"ENCA","O","DD","A","ENCA1"
"ENCA","P","DD","A","ENCA1"
"ENCA","Q","DD","A","ENCA1"
"ENCA","R","DD","A","ENCA1"
"ENCA","S","DD","A","ENCA1"
"ENCA","T","DD","A","ENCA1"
"ENCA","V","DD","A","ENCA12"
"ENCA","W","DD","A","ENCA12"
"ENCA","Y","DD","A","ENCA12"
"ENCA","Z","DD","A","ENCA12"
"ENCA","A1","DD","A","ENCA12"
"ENCA","B1","DD","A","ENCA12"
"ENCA","C1","DD","A","ENCA12"
"ENCA","D1","DD","A","ENCA12"
"ENCA","F1","DD","A","ENCA14"
"ENCA","G1","DD","A","ENCA14"
"ENCA","H1","DD","A","ENCA14"
"ENCA","I1","DD","A","ENCA3"
"ERFA","A","DD","A","ERFA10"
"ERFA","B","DD","A","ERFA10"
"ERFA","C","DD","A","ERFA10"
"ERFA","D","DD","A","ERFA10"
"ERFA","E","DD","A","ERFA10"
"ERFA","F","DD","A","ERFA10"
"ERFA","G","DD","A","ERFA10"
"ERFA","H","DD","A","ERFA10"
"ERFA","I","DD","A","ERFA10"
"ERFA","J","DD","A","ERFA10"
"ERFA","K","DD","A","ERFA10"
"ERFA","L","DD","A","ERFA10"
"ERFA","M","DD","A","ERFA10"
"ERFA","N","DD","A","ERFA10"
"ERFA","O","DD","A","ERFA10"
"ERFA","P","DD","A","ERFA10"
"ERFA","Q","DD","A","ERFA10"
"ERFA","R","DD","A","ERFA10"
"ERFA","S","DD","A","ERFA10"
"ERFA","T","DD","A","ERFA10"
"ERFA","U","DD","A","ERFA10"
"ERFA","V","DD","A","ERFA10"
"ERFA","W","DD","A","ERFA10"
"ERFA","X","DD","A","ERFA10"
"ERFA","Y","DD","A","ERFA10"
"ERFA","Z","DD","A","ERFA10"
"ERFA","A1","DD","A","ERFA10"
"ERFA","B1","DD","A","ERFA10"
"ERFA","C1","DD","A","ERFA10"
"ERFA","D1","DD","A","ERFA10"
"ERFA","E1","DD","A","ERFA10"
"ERFA","F1","DD","A","ERFA10"
"ERFA","G1","DD","A","ERFA10"
"ERFA","H1","DD","A","ERFA10"
"ERFA","I1","DD","A","ERFA10"
"ERFA","J1","DD","A","ERFA11"
"ERFA","K1","DD","A","ERFA11"
"ERFA","L1","DD","A","ERFA11"
"ERFA","M1","DD","A","ERFA11"
"ERFA","O1","DD","A","ERFA11"
"ERFA","Q1","DD","A","ERFA11"
"ERFA","S1","DD","A","ERFA11"
"ERFA","T1","DD","A","ERFA11"
"ERFA","U1","DD","A","ERFA11"
"ERFA","V1","DD","A","ERFA11"
"ERFA","W1","DD","A","ERFA11"
"ERFA","X1","DD","A","ERFA11"
"ERFA","Y1","DD","A","ERFA11"
"ERFA","Z1","DD","A","ERFA11"
"ERFA","B2","DD","A","ERFA11"
"ERFA","C2","DD","A","ERFA11"
"ERFA","D2","DD","A","ERFA12"
"ERFA","E2","DD","A","ERFA12"
"ERFA","F2","DD","A","ERFA12"
"ERFA","G2","DD","A","ERFA12"
"ERFA","H2","DD","A","ERFA12"
"ERFA","I2","DD","A","ERFA12"
"ERFA","J2","DD","A","ERFA12"
"ERFA","L2","DD","A","ERFA12"
"ERFA","M2","DD","A","ERFA12"
"ERFA","N2","DD","A","ERFA13"
"ERFA","P2","DD","A","ERFA13"
"ERFA","Q2","DD","A","ERFA13"
"ERFA","R2","DD","A","ERFA2"
"ERPA","A","DD","A","ERPA1"
"ERPA","B","DD","A","ERPA1"
"ERPA","C","DD","A","ERPA1"
"ERPA","D","DD","A","ERPA1"
"ERPA","E","DD","A","ERPA1"
"ERPA","F","DD","A","ERPA1"
"ERPA","G","DD","A","ERPA1"
"ERPA","H","DD","A","ERPA1"
"ERPA","I","DD","A","ERPA1"
"ERPA","J","DD","A","ERPA1"
"ERPA","K","DD","A","ERPA1"
"ERPA","L","DD","A","ERPA1"
"ERPA","M","DD","A","ERPA1"
"ERPA","N","DD","A","ERPA1"
"ERPA","O","DD","A","ERPA1"
"ERPA","P","DD","A","ERPA1"
"ERPA","Q","DD","A","ERPA1"
"ERPA","R","DD","A","ERPA1"
"ERPA","S","DD","A","ERPA1"
"ERPA","T","DD","A","ERPA1"
"ERPA","U","DD","A","ERPA11"
"ERPA","V","DD","A","ERPA11"
"ERPA","X","DD","A","ERPA11"
"ERPA","Y","DD","A","ERPA11"
"ERPA","Z","DD","A","ERPA11"
"ERPA","A1","DD","A","ERPA11"
"ERPA","B1","DD","A","ERPA11"
"ERPA","D1","DD","A","ERPA11"
"ERPA","E1","DD","A","ERPA12"
"ERPA","F1","DD","A","ERPA12"
"ERPA","G1","DD","A","ERPA12"
"ERPA","H1","DD","A","ERPA12"
"ERPA","I1","DD","A","ERPA13"
"ISME","A","DD","A","ISME1"
"ISME","B","DD","A","ISME1"
"ISME","C","DD","A","ISME1"
"ISME","D","DD","A","ISME1"
"ISME","E","DD","A","ISME1"
"ISME","G","DD","A","ISME1"
"ISME","I","DD","A","ISME1"
"ISME","J","DD","A","ISME1"
"ISME","L","DD","A","ISME1"
"ISME","M","DD","A","ISME1"
"ISME","N","DD","A","ISME1"
"ISME","O","DD","A","ISME1"
"ISME","P","DD","A","ISME1"
"ISME","Q","DD","A","ISME1"
"ISME","R","DD","A","ISME1"
"ISME","S","DD","A","ISME1"
"ISME","T","DD","A","ISME1"
"ISME","U","DD","A","ISME1"
"ISME","V","DD","A","ISME1"
"ISME","W","DD","A","ISME1"
"ISME","X","DD","A","ISME1"
"ISME","Y","DD","A","ISME1"
"ISME","Z","DD","A","ISME1"
"ISME","B1","DD","A","ISME1"
"ISME","C1","DD","A","ISME1"
"ISME","D1","DD","A","ISME1"
"ISME","E1","DD","A","ISME1"
"ISME","F1","DD","A","ISME1"
"ISME","G1","DD","A","ISME1"
"ISME","H1","DD","A","ISME1"
"ISME","I1","DD","A","ISME1"
"ISME","K1","DD","A","ISME2"
"ISME","L1","DD","A","ISME2"
"ISME","M1","DD","A","ISME2"
"ISME","N1","DD","A","ISME2"
"ISME","P1","DD","A","ISME2"
"ISME","Q1","DD","A","ISME2"
"ISME","R1","DD","A","ISME2"
"ISME","S1","DD","A","ISME2"
"ISME","T1","DD","A","ISME2"
"ISME","V1","DD","A","ISME2"
"ISME","W1","DD","A","ISME2"
"ISME","X1","DD","A","ISME2"
"ISME","Y1","DD","A","ISME2"
"ISME","Z1","DD","A","ISME2"
"ISME","A2","DD","A","ISME2"
"ISME","B2","DD","A","ISME2"
"ISME","C2","DD","A","ISME2"
"ISME","D2","DD","A","ISME3"
"ISME","E2","DD","A","ISME3"
"ISME","F2","DD","A","ISME3"
"ISME","G2","DD","A","ISME3"
"ISME","H2","DD","A","ISME3"
"ISME","I2","DD","A","ISME3"
"ISME","J2","DD","A","ISME3"
"ISME","K2","DD","A","ISME3"
"ISME","L2","DD","A","ISME3"
"ISME","M2","DD","A","ISME3"
"ISME","N2","DD","A","ISME4"
"ISME","O2","DD","A","ISME4"
"ISME","P2","DD","A","ISME4"
"ISME","Q2","DD","A","ISME4"
"ISME","R2","DD","A","ISME5"
"LUAL","A","DD","A","LUAL1"
"LUAL","B","DD","A","LUAL1"
"LUAL","C","DD","A","LUAL1"
"LUAL","D","DD","A","LUAL1"
"LUAL","E","DD","A","LUAL1"
"LUAL","F","DD","A","LUAL1"
"LUAL","G","DD","A","LUAL1"
"LUAL","H","DD","A","LUAL1"
"LUAL","I","DD","A","LUAL1"
"LUAL","J","DD","A","LUAL1"
"LUAL","K","DD","A","LUAL1"
"LUAL","L","DD","A","LUAL1"
"LUAL","M","DD","A","LUAL1"
"LUAL","N","DD","A","LUAL1"
"LUAL","O","DD","A","LUAL1"
"LUAL","P","DD","A","LUAL1"
"LUAL","Q","DD","A","LUAL1"
"LUAL","R","DD","A","LUAL1"
"LUAL","S","DD","A","LUAL1"
"LUAL","T","DD","A","LUAL1"
"LUAL","U","DD","A","LUAL1"
"LUAL","V","DD","A","LUAL1"
"LUAL","W","DD","A","LUAL1"
"LUAL","X","DD","A","LUAL1"
"LUAL","Y","DD","A","LUAL1"
"LUAL","Z","DD","A","LUAL1"
"LUAL","A1","DD","A","LUAL1"
"LUAL","B1","DD","A","LUAL1"
"LUAL","C1","DD","A","LUAL1"
"LUAL","D1","DD","A","LUAL1"
"LUAL","E1","DD","A","LUAL1"
"LUAL","F1","DD","A","LUAL1"
"LUAL","G1","DD","A","LUAL1"
"LUAL","H1","DD","A","LUAL1"
"LUAL","I1","DD","A","LUAL1"
"LUAL","J1","DD","A","LUAL10"
"LUAL","K1","DD","A","LUAL10"
"LUAL","L1","DD","A","LUAL10"
"LUAL","M1","DD","A","LUAL10"
"LUAL","N1","DD","A","LUAL10"
"LUAL","O1","DD","A","LUAL10"
"LUAL","P1","DD","A","LUAL10"
"LUAL","Q1","DD","A","LUAL10"
"LUAL","R1","DD","A","LUAL10"
"LUAL","S1","DD","A","LUAL10"
"LUAL","U1","DD","A","LUAL10"
"LUAL","V1","DD","A","LUAL10"
"LUAL","Y1","DD","A","LUAL10"
"LUAL","B2","DD","A","LUAL10"
"LUAL","D2","DD","A","LUAL11"
"LUAL","E2","DD","A","LUAL11"
"LUAL","F2","DD","A","LUAL11"
"LUAL","G2","DD","A","LUAL11"
"LUAL","H2","DD","A","LUAL11"
"LUAL","I2","DD","A","LUAL11"
"LUAL","J2","DD","A","LUAL11"
"LUAL","K2","DD","A","LUAL11"
"LUAL","L2","DD","A","LUAL11"
"LUAL","M2","DD","A","LUAL11"
"LUAL","N2","DD","A","LUAL12"
"LUAL","O2","DD","A","LUAL12"
"LUAL","P2","DD","A","LUAL12"
"LUAL","R2","DD","A","LUAL13"
"SAAP","A","DD","A","SAAP1"
"SAAP","B","DD","A","SAAP1"
"SAAP","C","DD","A","SAAP1"
"SAAP","D","DD","A","SAAP1"
"SAAP","E","DD","A","SAAP1"
"SAAP","F","DD","A","SAAP1"
"SAAP","H","DD","A","SAAP1"
"SAAP","I","DD","A","SAAP1"
"SAAP","K","DD","A","SAAP1"
"SAAP","L","DD","A","SAAP1"
"SAAP","O","DD","A","SAAP1"
"SAAP","P","DD","A","SAAP1"
"SAAP","Q","DD","A","SAAP1"
"SAAP","R","DD","A","SAAP1"
"SAAP","S","DD","A","SAAP1"
"SAAP","T","DD","A","SAAP1"
"SAAP","U","DD","A","SAAP1"
"SAAP","V","DD","A","SAAP1"
"SAAP","W","DD","A","SAAP1"
"SAAP","X","DD","A","SAAP1"
"SAAP","Y","DD","A","SAAP1"
"SAAP","Z","DD","A","SAAP1"
"SAAP","A1","DD","A","SAAP1"
"SAAP","B1","DD","A","SAAP1"
"SAAP","C1","DD","A","SAAP1"
"SAAP","E1","DD","A","SAAP1"
"SAAP","F1","DD","A","SAAP1"
"SAAP","G1","DD","A","SAAP1"
"SAAP","H1","DD","A","SAAP1"
"SAAP","I1","DD","A","SAAP1"
"SAAP","J1","DD","A","SAAP10"
"SAAP","K1","DD","A","SAAP10"
"SAAP","L1","DD","A","SAAP10"
"SAAP","M1","DD","A","SAAP10"
"SAAP","N1","DD","A","SAAP10"
"SAAP","O1","DD","A","SAAP10"
"SAAP","P1","DD","A","SAAP10"
"SAAP","Q1","DD","A","SAAP10"
"SAAP","R1","DD","A","SAAP10"
"SAAP","S1","DD","A","SAAP10"
"SAAP","T1","DD","A","SAAP10"
"SAAP","U1","DD","A","SAAP10"
"SAAP","V1","DD","A","SAAP10"
"SAAP","W1","DD","A","SAAP10"
"SAAP","Y1","DD","A","SAAP10"
"SAAP","Z1","DD","A","SAAP10"
"SAAP","A2","DD","A","SAAP10"
"SAAP","B2","DD","A","SAAP10"
"SAAP","C2","DD","A","SAAP10"
"SAAP","D2","DD","A","SAAP11"
"SAAP","E2","DD","A","SAAP11"
"SAAP","F2","DD","A","SAAP11"
"SAAP","G2","DD","A","SAAP11"
"SAAP","H2","DD","A","SAAP11"
"SAAP","I2","DD","A","SAAP11"
"SAAP","J2","DD","A","SAAP11"
"SAAP","K2","DD","A","SAAP11"
"SAAP","L2","DD","A","SAAP11"
"SAAP","M2","DD","A","SAAP11"
"SAAP","N2","DD","A","SAAP15"
"SAAP","O2","DD","A","SAAP15"
"SAAP","P2","DD","A","SAAP15"
"SAAP","Q2","DD","A","SAAP15"
"SAAP","R2","DD","A","SAAP3"
"SAME","A","DD","A","SAME1"
"SAME","B","DD","A","SAME1"
"SAME","C","DD","A","SAME1"
"SAME","D","DD","A","SAME1"
"SAME","E","DD","A","SAME1"
"SAME","F","DD","A","SAME1"
"SAME","G","DD","A","SAME1"
"SAME","H","DD","A","SAME1"
"SAME","I","DD","A","SAME1"
"SAME","J","DD","A","SAME1"
"SAME","K","DD","A","SAME1"
"SAME","M","DD","A","SAME1"
"SAME","N","DD","A","SAME1"
"SAME","O","DD","A","SAME1"
"SAME","P","DD","A","SAME1"
"SAME","Q","DD","A","SAME1"
"SAME","R","DD","A","SAME1"
"SAME","S","DD","A","SAME1"
"SAME","T","DD","A","SAME1"
"SAME","U","DD","A","SAME1"
"SAME","V","DD","A","SAME1"
"SAME","W","DD","A","SAME1"
"SAME","X","DD","A","SAME1"
"SAME","Y","DD","A","SAME1"
"SAME","Z","DD","A","SAME1"
"SAME","A1","DD","A","SAME1"
"SAME","B1","DD","A","SAME1"
"SAME","C1","DD","A","SAME1"
"SAME","D1","DD","A","SAME1"
"SAME","E1","DD","A","SAME1"
"SAME","F1","DD","A","SAME1"
"SAME","G1","DD","A","SAME1"
"SAME","H1","DD","A","SAME1"
"SAME","I1","DD","A","SAME1"
"SAME","J1","DD","A","SAME10"
"SAME","K1","DD","A","SAME10"
"SAME","L1","DD","A","SAME10"
"SAME","M1","DD","A","SAME10"
"SAME","N1","DD","A","SAME10"
"SAME","O1","DD","A","SAME10"
"SAME","Q1","DD","A","SAME10"
"SAME","S1","DD","A","SAME10"
"SAME","T1","DD","A","SAME10"
"SAME","U1","DD","A","SAME10"
"SAME","W1","DD","A","SAME10"
"SAME","X1","DD","A","SAME10"
"SAME","Y1","DD","A","SAME10"
"SAME","Z1","DD","A","SAME10"
"SAME","C2","DD","A","SAME10"
"SAME","D2","DD","A","SAME12"
"SAME","E2","DD","A","SAME12"
"SAME","F2","DD","A","SAME12"
"SAME","G2","DD","A","SAME12"
"SAME","H2","DD","A","SAME12"
"SAME","I2","DD","A","SAME12"
"SAME","J2","DD","A","SAME12"
"SAME","K2","DD","A","SAME12"
"SAME","L2","DD","A","SAME12"
"SAME","M2","DD","A","SAME12"
"SAME","N2","DD","A","SAME14"
"SAME","O2","DD","A","SAME14"
"SAME","P2","DD","A","SAME14"
"SAME","Q2","DD","A","SAME14"
"SAME","R2","DD","A","SAME3"
"ARCA","A","DD","B","ARCA2"
"ARCA","B","DD","B","ARCA2"
"ARCA","C","DD","B","ARCA2"
"ARCA","D","DD","B","ARCA2"
"ARCA","E","DD","B","ARCA2"
"ARCA","F","DD","B","ARCA2"
"ARCA","G","DD","B","ARCA2"
"ARCA","H","DD","B","ARCA2"
"ARCA","I","DD","B","ARCA2"
"ARCA","J","DD","B","ARCA2"
"ARCA","K","DD","B","ARCA3"
"ARCA","L","DD","B","ARCA3"
"ARCA","M","DD","B","ARCA3"
"ARCA","N","DD","B","ARCA3"
"ARCA","O","DD","B","ARCA3"
"ARCA","P","DD","B","ARCA3"
"ARCA","R","DD","B","ARCA4"
"ARCA","U","DD","B","ARCA3"
"ARCA","V","DD","B","ARCA3"
"ARCA","W","DD","B","ARCA3"
"ARCA","X","DD","B","ARCA3"
"ARCA","Y","DD","B","ARCA3"
"ARCA","Z","DD","B","ARCA3"
"ARCA","A1","DD","B","ARCA4"
"ARCA","B1","DD","B","ARCA4"
"ARCA","C1","DD","B","ARCA4"
"ARCA","D1","DD","B","ARCA6"
"ARCA","E1","DD","B","ARCA4"
"ARCA","F1","DD","B","ARCA4"
"ARCA","G1","DD","B","ARCA4"
"ARCA","H1","DD","B","ARCA6"
"ARCA","I1","DD","B","ARCA6"
"ARDO","A","DD","B","ARDO12"
"ARDO","B","DD","B","ARDO12"
"ARDO","C","DD","B","ARDO12"
"ARDO","D","DD","B","ARDO12"
"ARDO","E","DD","B","ARDO12"
"ARDO","F","DD","B","ARDO12"
"ARDO","G","DD","B","ARDO12"
"ARDO","H","DD","B","ARDO12"
"ARDO","I","DD","B","ARDO12"
"ARDO","J","DD","B","ARDO12"
"ARDO","K","DD","B","ARDO3"
"ARDO","L","DD","B","ARDO3"
"ARDO","M","DD","B","ARDO3"
"ARDO","N","DD","B","ARDO3"
"ARDO","O","DD","B","ARDO3"
"ARDO","P","DD","B","ARDO3"
"ARDO","Q","DD","B","ARDO4"
"ARDO","R","DD","B","ARDO4"
"ARDO","S","DD","B","ARDO4"
"ARDO","T","DD","B","ARDO5"
"ARDO","U","DD","B","ARDO3"
"ARDO","V","DD","B","ARDO3"
"ARDO","W","DD","B","ARDO3"
"ARDO","X","DD","B","ARDO3"
"ARDO","Y","DD","B","ARDO3"
"ARDO","Z","DD","B","ARDO3"
"ARDO","A1","DD","B","ARDO4"
"ARDO","B1","DD","B","ARDO4"
"ARDO","C1","DD","B","ARDO4"
"ARDO","D1","DD","B","ARDO5"
"ARDO","E1","DD","B","ARDO4"
"ARDO","F1","DD","B","ARDO4"
"ARDO","G1","DD","B","ARDO4"
"ENCA","A","DD","B","ENCA12"
"ENCA","B","DD","B","ENCA12"
"ENCA","C","DD","B","ENCA12"
"ENCA","D","DD","B","ENCA12"
"ENCA","E","DD","B","ENCA12"
"ENCA","F","DD","B","ENCA12"
"ENCA","G","DD","B","ENCA12"
"ENCA","H","DD","B","ENCA12"
"ENCA","I","DD","B","ENCA12"
"ENCA","J","DD","B","ENCA12"
"ENCA","K","DD","B","ENCA14"
"ENCA","L","DD","B","ENCA14"
"ENCA","M","DD","B","ENCA14"
"ENCA","N","DD","B","ENCA14"
"ENCA","O","DD","B","ENCA14"
"ENCA","P","DD","B","ENCA14"
"ENCA","Q","DD","B","ENCA3"
"ENCA","R","DD","B","ENCA3"
"ENCA","S","DD","B","ENCA3"
"ENCA","T","DD","B","ENCA6"
"ENCA","V","DD","B","ENCA14"
"ENCA","W","DD","B","ENCA14"
"ENCA","Y","DD","B","ENCA14"
"ENCA","Z","DD","B","ENCA14"
"ENCA","A1","DD","B","ENCA3"
"ENCA","B1","DD","B","ENCA3"
"ENCA","C1","DD","B","ENCA3"
"ENCA","D1","DD","B","ENCA6"
"ENCA","F1","DD","B","ENCA3"
"ENCA","G1","DD","B","ENCA3"
"ENCA","H1","DD","B","ENCA6"
"ENCA","I1","DD","B","ENCA6"
"ERFA","A","DD","B","ERFA11"
"ERFA","B","DD","B","ERFA11"
"ERFA","C","DD","B","ERFA11"
"ERFA","D","DD","B","ERFA11"
"ERFA","E","DD","B","ERFA11"
"ERFA","F","DD","B","ERFA11"
"ERFA","G","DD","B","ERFA11"
"ERFA","H","DD","B","ERFA11"
"ERFA","I","DD","B","ERFA11"
"ERFA","J","DD","B","ERFA11"
"ERFA","K","DD","B","ERFA11"
"ERFA","L","DD","B","ERFA11"
"ERFA","M","DD","B","ERFA11"
"ERFA","N","DD","B","ERFA11"
"ERFA","O","DD","B","ERFA11"
"ERFA","P","DD","B","ERFA12"
"ERFA","Q","DD","B","ERFA12"
"ERFA","R","DD","B","ERFA12"
"ERFA","S","DD","B","ERFA12"
"ERFA","T","DD","B","ERFA12"
"ERFA","U","DD","B","ERFA12"
"ERFA","V","DD","B","ERFA12"
"ERFA","W","DD","B","ERFA12"
"ERFA","X","DD","B","ERFA12"
"ERFA","Y","DD","B","ERFA12"
"ERFA","Z","DD","B","ERFA13"
"ERFA","A1","DD","B","ERFA13"
"ERFA","B1","DD","B","ERFA13"
"ERFA","C1","DD","B","ERFA13"
"ERFA","D1","DD","B","ERFA13"
"ERFA","E1","DD","B","ERFA13"
"ERFA","F1","DD","B","ERFA2"
"ERFA","G1","DD","B","ERFA2"
"ERFA","H1","DD","B","ERFA2"
"ERFA","I1","DD","B","ERFA3"
"ERFA","J1","DD","B","ERFA12"
"ERFA","K1","DD","B","ERFA12"
"ERFA","L1","DD","B","ERFA12"
"ERFA","M1","DD","B","ERFA12"
"ERFA","O1","DD","B","ERFA12"
"ERFA","Q1","DD","B","ERFA12"
"ERFA","S1","DD","B","ERFA12"
"ERFA","T1","DD","B","ERFA13"
"ERFA","U1","DD","B","ERFA13"
"ERFA","V1","DD","B","ERFA13"
"ERFA","W1","DD","B","ERFA13"
"ERFA","X1","DD","B","ERFA13"
"ERFA","Y1","DD","B","ERFA13"
"ERFA","Z1","DD","B","ERFA2"
"ERFA","B2","DD","B","ERFA2"
"ERFA","C2","DD","B","ERFA3"
"ERFA","D2","DD","B","ERFA13"
"ERFA","E2","DD","B","ERFA13"
"ERFA","F2","DD","B","ERFA13"
"ERFA","G2","DD","B","ERFA13"
"ERFA","H2","DD","B","ERFA13"
"ERFA","I2","DD","B","ERFA13"
"ERFA","J2","DD","B","ERFA2"
"ERFA","L2","DD","B","ERFA2"
"ERFA","M2","DD","B","ERFA3"
"ERFA","N2","DD","B","ERFA2"
"ERFA","P2","DD","B","ERFA2"
"ERFA","Q2","DD","B","ERFA3"
"ERFA","R2","DD","B","ERFA3"
"ERPA","A","DD","B","ERPA11"
"ERPA","B","DD","B","ERPA11"
"ERPA","C","DD","B","ERPA11"
"ERPA","D","DD","B","ERPA11"
"ERPA","E","DD","B","ERPA11"
"ERPA","F","DD","B","ERPA11"
"ERPA","G","DD","B","ERPA11"
"ERPA","H","DD","B","ERPA11"
"ERPA","I","DD","B","ERPA11"
"ERPA","J","DD","B","ERPA11"
"ERPA","K","DD","B","ERPA12"
"ERPA","L","DD","B","ERPA12"
"ERPA","M","DD","B","ERPA12"
"ERPA","N","DD","B","ERPA12"
"ERPA","O","DD","B","ERPA12"
"ERPA","P","DD","B","ERPA12"
"ERPA","Q","DD","B","ERPA13"
"ERPA","R","DD","B","ERPA13"
"ERPA","S","DD","B","ERPA13"
"ERPA","T","DD","B","ERPA3"
"ERPA","U","DD","B","ERPA12"
"ERPA","V","DD","B","ERPA12"
"ERPA","X","DD","B","ERPA12"
"ERPA","Y","DD","B","ERPA12"
"ERPA","Z","DD","B","ERPA12"
"ERPA","A1","DD","B","ERPA13"
"ERPA","B1","DD","B","ERPA13"
"ERPA","D1","DD","B","ERPA3"
"ERPA","E1","DD","B","ERPA13"
"ERPA","F1","DD","B","ERPA13"
"ERPA","G1","DD","B","ERPA13"
"ERPA","H1","DD","B","ERPA3"
"ERPA","I1","DD","B","ERPA3"
"ISME","A","DD","B","ISME2"
"ISME","B","DD","B","ISME2"
"ISME","C","DD","B","ISME2"
"ISME","D","DD","B","ISME2"
"ISME","E","DD","B","ISME2"
"ISME","G","DD","B","ISME2"
"ISME","I","DD","B","ISME2"
"ISME","J","DD","B","ISME2"
"ISME","L","DD","B","ISME2"
"ISME","M","DD","B","ISME2"
"ISME","N","DD","B","ISME2"
"ISME","O","DD","B","ISME2"
"ISME","P","DD","B","ISME3"
"ISME","Q","DD","B","ISME3"
"ISME","R","DD","B","ISME3"
"ISME","S","DD","B","ISME3"
"ISME","T","DD","B","ISME3"
"ISME","U","DD","B","ISME3"
"ISME","V","DD","B","ISME3"
"ISME","W","DD","B","ISME3"
"ISME","X","DD","B","ISME3"
"ISME","Y","DD","B","ISME3"
"ISME","Z","DD","B","ISME4"
"ISME","B1","DD","B","ISME4"
"ISME","C1","DD","B","ISME4"
"ISME","D1","DD","B","ISME4"
"ISME","E1","DD","B","ISME4"
"ISME","F1","DD","B","ISME5"
"ISME","G1","DD","B","ISME5"
"ISME","H1","DD","B","ISME5"
"ISME","I1","DD","B","ISME6"
"ISME","K1","DD","B","ISME3"
"ISME","L1","DD","B","ISME3"
"ISME","M1","DD","B","ISME3"
"ISME","N1","DD","B","ISME3"
"ISME","P1","DD","B","ISME3"
"ISME","Q1","DD","B","ISME3"
"ISME","R1","DD","B","ISME3"
"ISME","S1","DD","B","ISME3"
"ISME","T1","DD","B","ISME4"
"ISME","V1","DD","B","ISME4"
"ISME","W1","DD","B","ISME4"
"ISME","X1","DD","B","ISME4"
"ISME","Y1","DD","B","ISME4"
"ISME","Z1","DD","B","ISME5"
"ISME","A2","DD","B","ISME5"
"ISME","B2","DD","B","ISME5"
"ISME","C2","DD","B","ISME6"
"ISME","D2","DD","B","ISME4"
"ISME","E2","DD","B","ISME4"
"ISME","F2","DD","B","ISME4"
"ISME","G2","DD","B","ISME4"
"ISME","H2","DD","B","ISME4"
"ISME","I2","DD","B","ISME4"
"ISME","J2","DD","B","ISME5"
