Appendix S4. List of the species of PhytoPhylo (a megaphylogeny of plants in the world),,
Iris kopetdagensis,(Vved.) B.Mathew & Wendelbo,kew-322019
Iris koreana,Nakai,kew-322020
Iris lactea,Pall.,kew-322026
Iris lacustris,Nutt.,kew-322028
Iris laevigata,Fisch.,kew-322030
Iris lazica,Albov,kew-322038
Iris linifolia,(Regel) O.Fedtsch.,kew-322050
Iris loczyi,Kanitz,kew-322054
Iris longipetala,Herb.,kew-322062
Iris lutescens,Lam.,kew-322079
Iris macrosiphon,Torr.,kew-322092
Iris magnifica,Vved.,kew-322098
Iris maracandica,(Vved.) Wendelbo,kew-322105
Iris microglossa,Wendelbo,kew-322129
Iris milesii,Baker ex Foster,kew-322131
Iris minutoaurea,Makino,kew-322135
Iris missouriensis,Nutt.,kew-322138
Iris munzii,R.C.Foster,kew-322152
Iris narbutii,O.Fedtsch.,kew-322160
Iris narynensis,O.Fedtsch.,kew-322162
Iris nectarifera,Güner,kew-322164
Iris nigricans,Dinsm.,kew-322175
Iris nusairiensis,Mouterde,kew-322181
Iris orchioides,Carrière,kew-322195
Iris orientalis,Mill.,kew-322196
Iris palaestina,(Baker) Boiss.,kew-322199
Iris pallasii,Fisch. ex Trevir.,kew-322200
Iris pamphylica,Hedge,kew-322211
Iris parvula,(Vved.) T.Hall & Seisums,kew-322221
Iris persica,L.,kew-322227
Iris planifolia,(Mill.) T.Durand & Schinz,kew-322235
Iris popovii,(Vved.) Vved.,kew-340060
Iris postii,Mouterde,kew-322248
Iris potaninii,Maxim.,kew-322249
Iris prismatica,Pursh,kew-322255
Iris pseudacorus,L.,kew-322261
Iris pseudocaucasica,Grossh.,kew-322262
Iris pumila,L.,kew-322277
Iris purdyi,Eastw.,kew-322283
Iris purpureobractea,B.Mathew & T.Baytop,kew-322285
Iris regis-uzziae,Feinbrun,kew-322299
Iris reticulata,M.Bieb.,kew-322305
Iris rosenbachiana,Regel,kew-322315
Iris rossii,Baker,kew-322319
Iris ruthenica,Ker Gawl.,kew-322333
Iris sanguinea,Donn ex Hornem.,kew-322345
Iris sari,Schott ex Baker,kew-322350
Iris schachtii,Markgr.,kew-322356
Iris serotina,Willk.,kew-322363
Iris setosa,Pall. ex Link,kew-322366
Iris sibirica,L.,kew-322377
Iris songarica,Schrenk,kew-322394
Iris sprengeri,Siehe,kew-322409
Iris spuria,L.,kew-322411
Iris staintonii,H.Hara,kew-322428
Iris stenophylla,Hausskn. ex Baker,kew-322432
Iris stocksii,(Baker) Boiss.,kew-322433
Iris subdecolorata,Vved.,kew-322445
Iris swensoniana,"""Chaudhary, G.Kirkw. & C.Weymouth""",kew-322455
Iris taochia,Woronow ex Grossh.,kew-322462
Iris tectorum,Maxim.,kew-322467
Iris tenax,Douglas ex Lindl.,kew-322468
Iris tenuifolia,Pall.,kew-322479
Iris tenuis,S.Watson,kew-322480
Iris tenuissima,Dykes,kew-322481
Iris tigridia,Bunge ex Ledeb.,kew-322490
Iris tingitana,Boiss. & Reut.,kew-322495
Iris tridentata,Pursh,kew-322509
Iris tubergeniana,Foster,kew-322520
Iris typhifolia,Kitag.,kew-322522
Iris unguicularis,Poir.,kew-322524
Iris ventricosa,Pall.,kew-322543
Iris verna,L.,kew-322546
Iris versicolor,L.,kew-322551
Iris vicaria,Vved.,kew-322563
Iris warleyensis,Foster,kew-322584
Iris wattii,Baker ex Hook.f.,kew-322586
Iris willmottiana,Foster,kew-322589
Iris wilsonii,C.H.Wright,kew-322590
Iris X germanica,L.,kew-321867
Iris X thompsonii,R.C.Foster,kew-322488
Iris xiphium,L.,kew-322599
Irvingia malayana,Oliv. ex A.W.Benn.,kew-2866799
Iryanthera sagotiana,(Benth.) Warb.,tro-21800019
Isabelia pulchella,(Kraenzl.) C.Van den Berg & M.W.Chase,kew-249985
Isabelia violacea,(Lindl.) C.Van den Berg & M.W.Chase,kew-249988
Isabelia virginalis,Barb.Rodr.,kew-102742
Isachne albens,Trin.,kew-420305
Isachne arundinacea,(Sw.) Griseb.,kew-420321
Isachne globosa,(Thunb.) Kuntze,kew-420384
Isachne mauritiana,Kunth,kew-420443
Isatis lusitanica,L.,kew-2866989
Isatis tinctoria,L.,kew-2867046
Ischaemum aristatum,L.,kew-420574
Ischaemum muticum,L.,kew-420772
Ischnosiphon cerotus,Loes.,kew-250003
Ischnosiphon heleniae,L.Andersson,kew-250020
Ischnosiphon leucophaeus,(Poepp. & Endl.) Körn.,kew-250031
Ischnosiphon puberulus,Loes.,kew-250058
Ischnosiphon rotundifolius,(Poepp. & Endl.) Körn.,kew-250061
Iseia luxurians,(Moric.) O'Donell,tro-8500497
Iseilema membranaceum,(Lindl.) Domin,kew-420904
Isertia coccinea,(Aubl.) J.F.Gmel.,kew-102784
Isertia haenkeana,DC.,kew-102793
Isertia hypoleuca,Benth.,kew-102798
Isertia laevis,(Triana) Boom,kew-102801
Isertia parviflora,Vahl,kew-102806
Isertia pittieri,(Standl.) Standl.,kew-102809
Isertia rosea,Spruce ex K.Schum.,kew-102813
Isertia spiciformis,DC.,kew-102816
Isidrogalvia flava,"""(McDaniel) Remizowa, D.D.Sokoloff, L.M.Campb., D.W.Stev. & Rudall""",kew-467406
Iskandera alaica,Botsch. & Vved.,tro-4104610
Ismene longipetala,(Lindl.) Meerow,kew-279426
Ismene narcissiflora,(Jacq.) M.Roem.,kew-279429
Ismene vargasii,(Velarde) Gereau & Meerow,kew-279436
Isoberlinia angolensis,(Benth.) Hoyle & Brenan,ild-1525
Isoberlinia doka,Craib & Stapf,ild-1529
Isoberlinia scheffleri,(Harms) Greenway,ild-1532
Isoberlinia tomentosa,(Harms) Craib & Stapf,ild-1533
Isochilus chiriquensis,Schltr.,kew-102854
Isochilus linearis,(Jacq.) R.Br.,kew-102867
Isochilus major,Cham. & Schltdl.,kew-102870
Isocoma pluriflora,(Torr. & A.Gray) Greene,gcc-113741
Isocoma tenuisecta,Greene,gcc-52257
Isocoma veneta,(Kunth) Greene,gcc-32395
Isodon coetsa,(Buch.-Ham. ex D.Don) Kudô,kew-102913
Isodon flabelliformis,(C.Y.Wu) H.Hara,kew-102929
Isodon lophanthoides,(Buch.-Ham. ex D.Don) H.Hara,kew-102970
Isodon rugosus,(Wall. ex Benth.) Codd,kew-103022
Isoetes echinospora,Durieu,tro-26600171
Isoetes lacustris,L.,tro-26602046
Isoetes schweinfurthii,Baker,tro-26604253
Isoetopsis graminifolia,Turcz.,gcc-19908
Isoglossa cooperi,C.B. Clarke,tro-102138
Isolatocereus dumortieri,(Scheidw.) Backeb.,tro-5107511
Isolepis antarctica,(L.) Roem. & Schult.,kew-250149
Isolepis aucklandica,Hook.f.,kew-250164
Isolepis basilaris,Hook.f.,kew-250170
Isolepis bicolor,Carmich.,kew-250178
Isolepis caligenis,(V.J.Cook) Soják,kew-250192
Isolepis cernua,(Vahl) Roem. & Schult.,kew-250200
Isolepis cernua var. meruensis,(R.W.Haines & Lye) Muasya,kew-250204
Isolepis costata,Hochst. ex A.Rich.,kew-250234
Isolepis crassiuscula,Hook.f.,kew-250236
Isolepis diabolica,(Steud.) Schrad.,kew-250248
Isolepis digitata,Nees ex Schrad.,kew-250251
Isolepis fluitans,(L.) R.Br.,kew-250291
Isolepis gaudichaudiana,Kunth,kew-250305
Isolepis graminoides,(R.W.Haines & Lye) Lye,kew-250319
Isolepis habra,(Edgar) Soják,kew-250322
Isolepis humillima,(Benth.) K.L.Wilson,kew-250344
Isolepis hystrix,(Thunb.) Nees,kew-250345
Isolepis inundata,R.Br.,kew-250351
Isolepis inyangensis,Muasya & Goetgh.,kew-250353
Isolepis keniaensis,Lye,kew-250357
Isolepis levynsiana,Muasya & D.A.Simpson,kew-347150
Isolepis ludwigii,(Steud.) Kunth,kew-250385
Isolepis marginata,(Thunb.) A.Dietr.,kew-250389
Isolepis montivaga,(S.T.Blake) K.L.Wilson,kew-250413
Isolepis pellocolea,B.L.Burtt,kew-250450
Isolepis pottsii,(V.J.Cook) Soják,kew-250469
Isolepis producta,(C.B.Clarke) K.L.Wilson,kew-250473
Isolepis prolifera,(Rottb.) R.Br.,kew-250475
Isolepis reticularis,Colenso,kew-250509
Isolepis rubicunda,Kunth,kew-250518
Isolepis sepulcralis,Steud.,kew-250535
Isolepis setacea,(L.) R.Br.,kew-250537
Isolepis striata,(Nees) Kunth,kew-250556
Isolepis subtilissima,Boeckeler,kew-250565
Isolepis sulcata,(Thouars) Carmich.,kew-250568
Isolepis tenuissima,(Nees) Kunth,kew-250578
Isolepis varians,Steud.,kew-250604
Isolepis venustula,Kunth,kew-250606
Isolepis verrucosula,(Steud.) Steud.,tro-50290263
Isolepis wakefieldiana,(S.T.Blake) K.L.Wilson,kew-250613
Isolona campanulata,Engl. & Diels,kew-2867393
Isolona cooperi,Hutch. & Dalziel ex G.P.Cooper & Record,kew-2867397
Isolona thonneri,(De Wild. & T.Durand) Engl. & Diels,kew-2867418
Isonema smeathmannii,Roem. & Schult.,kew-103157
Isophysis tasmanica,(Hook.) T.Moore,kew-329380
Isoplexis canariensis,(L.) Loudon,kew-2867497
Isoplexis isabelliana,(Webb & Berthel.) Mansf.,kew-2867500
Isopogon anethifolius,Knight,kew-2867513
Isopogon buxifolius,R.Br.,kew-2867521
Isopogon latifolius,R.Br.,kew-2867552
Isopogon longifolius,R.Br.,kew-2867556
Isopogon sphaerocephalus,Lindl.,kew-2867580
Isoptera sumatrana,Slooten ex Thorenaar,kew-2867598
Isopyrum anemonoides,Kar. & Kir.,kew-2867609
Isopyrum thalictroides,L.,kew-2867663
Isotoma axillaris,Lindl.,kew-370878
Isotoma fluviatilis,(R.Br.) F.Muell. ex Benth.,kew-370884
Isotria medeoloides,(Pursh) Raf.,kew-103160
Isotria verticillata,(Muhl. ex Willd.) Raf.,kew-103161
Isotropis cuneifolia,(Sm.) B.D.Jacks.,ild-34220
Isotropis foliosa,Crisp,ild-34441
Itaya amicorum,H.E.Moore,kew-103167
Itea chinensis,Hook. & Arn.,tro-29102353
Itea ilicifolia,Oliv.,tro-50077911
Itea japonica,C.Presl,kew-2867755
Iteadaphne caudata,(Nees) H.W. Li,tro-50041423
Itzaea sericea,(Standl.) Standl. & Steyerm.,tro-8501612
Iva frutescens,L.,gcc-143162
Ixerba brexioides,A.Cunn.,kew-2867831
Ixeris chinensis,(Thunb. ex Thunb.) Nakai,gcc-108473
Ixeris repens,(L.) A.Gray,gcc-44704
Ixeris stolonifera,A.Gray,gcc-128498
Ixia latifolia,D.Delaroche,kew-322796
Ixia paniculata,D.Delaroche,kew-322850
Ixianthes retzioides,Benth.,tro-29202733
Ixiolirion tataricum,(Pall.) Schult. & Schult.f.,kew-279452
Ixonanthes icosandra,Jack,kew-2867889
Ixonanthes reticulata,Jack,tro-50171534
Ixophorus unisetus,(J.Presl) Schltdl.,kew-420927
Ixora biflora,Fosberg,kew-103266
Ixora brachypoda,DC.,kew-103285
Ixora coccinea,L.,kew-103356
Ixora ferrea,(Jacq.) Benth.,kew-103472
Ixora hookeri,(Oudem.) Bremek.,kew-103572
Ixora javanica,(Blume) DC.,kew-103603
Ixora killipii,Standl.,kew-103621
Ixora nitens,(Poir.) Mouly & B.Bremer,kew-458002
Ixora novoguineensis,Mouly & B.Bremer,kew-458003
Ixora parviflora,Lam.,kew-103857
Ixora peruviana,(Spruce ex K.Schum.) Standl.,kew-103878
Ixora scheffleri,K.Schum. & K.Krause,kew-103974
Ixora valetoniana,Mouly & B.Bremer,kew-458008
Ixyophora viridisepala,(Senghas) Dressler,kew-334639
Jablonskia congesta,(Benth. ex Müll.Arg.) G.L.Webster,kew-104143
Jaborosa integrifolia,Lam.,tro-29600760
Jacaranda arborea,Urb.,kew-317374
Jacaranda copaia,(Aubl.) D.Don,kew-317413
Jacaranda mimosifolia,D.Don,kew-317311
Jacaranda sparrei,A.H.Gentry,kew-317333
Jacaratia corumbensis,Kuntze,tro-6100026
Jacaratia digitata,(Poepp. & Endl.) Solms,kew-2332946
Jackiopsis ornata,(Wall.) Ridsdale,kew-104147
Jacksonia alata,Benth.,ild-35014
Jacksonia horrida,DC.,ild-34417
Jacobaea abrotanifolia,(L.) Moench,gcc-13050
Jacobaea alpina,(L.) Moench,gcc-142563
Jacobaea aquatica,"""(Hill) """"G.Gaertn., B.Mey. & Scherb.""""""",gcc-139900
Jacobaea argunensis,(Turcz.) B.Nord.,gcc-98979
Jacobaea arnautorum,(Velen.) Pelser,gcc-21666
Jacobaea erucifolia,"""(L.) """"P.Gaertn., B.Mey. & Schreb.""""""",gcc-80383
Jacobaea incana,(L.) Veldkamp,gcc-10608
Jacobaea incana ssp. carniolica,(Willd.) B.Nord. & Greuter,gcc-64142
Jacobaea maritima,(L.) Pelser & Meijden,gcc-31568
Jacobaea paludosa,"""(L.) """"G.Gaertn., B.Mey. & Scherb.""""""",gcc-108052
Jacobaea subalpina,(W.D.J.Koch) Pelser & Veldkamp,gcc-51107
Jacobaea vulgaris,Gaertn.,gcc-130819
Jacquemontia blanchetii,Moric.,tro-8501034
Jacquemontia cayensis,Britton,tro-8500508
Jacquemontia havanensis,(Jacq.) Urb.,tro-8500761
Jacquemontia ovalifolia,(Choisy) Hallier f.,tro-8500762
Jacquemontia pentanthos,(Jacq.) G. Don,tro-8500066
Jacquemontia reclinata,House ex Small,tro-8500559
Jacquemontia tamnifolia,(L.) Griseb.,tro-8500790
Jacqueshuberia loretensis,Cowan,ild-25284
Jacquinia arborea,Vahl,kew-2332169
Jacquinia berteroi,Spreng.,kew-2332175
Jacquinia keyensis,Mez,kew-2332162
Jacquiniella equitantifolia,(Ames) Dressler,kew-104154
Jacquiniella teretifolia,(Sw.) Britton & P.Wilson,kew-104163
Jaegeria hirta,(Lag.) Less.,gcc-115950
Jaegerina scariosa,(Lorentz) Arzeni,tro-35138169
Jagera javanica,(Blume) Kalkman,tro-50285591
Jagera serrata,Radlk.,kew-2332405
Jaltomata procumbens,(Cav.) J.L.Gentry,kew-2331938
Jaltomata sinuosa,(Miers) Mione,tro-50165167
Jamesbrittenia foliolosa,(Benth.) Hilliard,tro-50005412
Jamesbrittenia megadenia,Hilliard,tro-50192662
Jamesia americana,Torr. & A. Gray,tro-29100403
Janotia macrostipula,(Capuron) J.-F.Leroy,kew-104419
Jansenella griffithiana,(C.Muell.) Bor,kew-420933
Janusia anisandra,(A. Juss.) Griseb.,tro-50042865
Janusia californica,Benth.,tro-50042867
Janusia linearis,Wiggins,tro-50042871
Janusia mediterranea,(Vell.) W.R.Anderson,kew-2331543
Japonolirion osense,Nakai,kew-279618
Jarilla heterophylla,(Cerv. ex La Llave) Rusby,tro-50217901
Jasione heldreichii,Boiss. & Orph.,kew-351939
Jasione laevis,Lam.,kew-351875
Jasione montana,L.,kew-351797
Jasminum abyssinicum,Hochst. ex DC.,kew-351838
Jasminum dichotomum,Vahl,kew-352132
Jasminum didymum,G.Forst.,kew-352134
Jasminum elegans,Knobl.,kew-352113
Jasminum fluminense,Vell.,kew-351959
Jasminum fruticans,L.,kew-351896
Jasminum grandiflorum,L.,kew-351900
Jasminum humile,L.,kew-351902
Jasminum lanceolarium,Roxb.,tro-23000953
Jasminum mesnyi,Hance,kew-351575
Jasminum multiflorum,(Burm.f.) Andrews,kew-351552
Jasminum nudiflorum,Lindl.,kew-351463
Jasminum odoratissimum,L.,kew-351458
Jasminum officinale,L.,kew-351433
Jasminum polyanthum,Franch.,kew-351496
Jasminum sambac,(L.) Aiton,kew-351647
Jasminum simplicifolium,G.Forst.,kew-351707
Jasminum simplicifolium ssp. australiense,P.S.Green,kew-352170
Jateorhiza macrantha,(Hook.f.) Exell & Mendonça,kew-2331475
Jatropha capensis,(L.f.) Sond.,kew-104517
Jatropha curcas,L.,kew-104552
Jatropha gossypiifolia,L.,kew-104621
Jatropha integerrima,Jacq.,kew-104678
Jaumea carnosa,(Less.) A.Gray,gcc-87295
Jaumea peduncularis,(Hook. & Arn.) Benth. & Hook.f. ex Oliv.,gcc-108469
Jefea lantanifolia,(Schauer) Strother,gcc-124272
Jefea pringlei,(Greenm.) Strother,gcc-123524
Jeffersonia diphylla,(L.) Pers.,tro-3500265
Jepsonia parryi,(Torr.) Small,tro-29100407
Jessea multivenia,(Benth. ex Benth.) H.Rob. & Cuatrec.,gcc-4180
Joannesia princeps,Vell.,kew-105082
Jodina rhombifolia,(Hook. & Arn.) Reissek,tro-28500360
Jodrellia migiurtina,(Chiov.) Baijnath,kew-279620
Johanneshowellia crateriorum,Reveal,tro-50248993
Johannesteijsmannia altifrons,(Rchb.f. & Zoll.) H.E.Moore,kew-105084
Johnsonia pubescens,Lindl.,kew-279607
Joinvillea ascendens,Gaudich. ex Brongn. & Gris,kew-250640
Joinvillea plicata,(Hook.f.) Newell & B.C.Stone,kew-250648
Joosia aequatoria,Steyerm.,kew-105102
Joosia umbellifera,H.Karst.,kew-105114
Jordaaniella dubia,H.E.K. Hartm.,tro-703716
Jovellana sinclairii,(Hook.) Kraenzl.,kew-2331419
Jovellana violacea,(Cav.) G. Don,tro-29203749
Juania australis,(Mart.) Drude ex Hook.f.,kew-105168
Juanulloa mexicana,(Schltdl.) Miers,kew-2332141
Jubaea chilensis,(Molina) Baill.,kew-105170
Jubaeopsis caffra,Becc.,kew-105174
Jubelina rosea,(Miq.) Nied.,tro-50236569
Jubula hutchinsiae,(Hook.) Dumort.,tro-35191208
Juglans ailanthifolia,Carrière,tro-16700101
Juglans australis,Griseb.,tro-16700012
Juglans boliviana,(C. DC.) Dode,tro-16700013
Juglans californica,S. Watson,tro-16700047
Juglans cinerea,L.,kew-2331793
Juglans hindsii,Jeps. ex R.E. Sm.,tro-16700003
Juglans jamaicensis,C.DC.,kew-2331612
Juglans major,(Torr.) A. Heller,tro-16700004
Juglans mandshurica,Maxim.,tro-16700044
Juglans microcarpa,Berland.,tro-16700063
Juglans neotropica,Diels,kew-2331833
Juglans nigra,L.,kew-2331834
Juglans olanchana,Standl. & L.O.Williams,kew-2331829
Juglans regia,L.,kew-2331747
Juglans venezuelensis,W.E.Manning,kew-2331759
Julbernardia pellegriniana,Troupin,ild-1557
Jumellea confusa,(Schltr.) Schltr.,kew-105267
Jumellea maxillarioides,(Ridl.) Schltr.,kew-105301
Jumellea sagittata,H.Perrier,kew-105322
Juncus acutus,L.,kew-314275
Juncus allioides,Franch.,kew-314318
Juncus alpinoarticulatus,Chaix,kew-314322
Juncus arcticus,Willd.,kew-314399
Juncus articulatus,L.,kew-314426
Juncus balticus,Willd.,kew-314486
Juncus biglumis,L.,kew-314533
Juncus bolanderi,Engelm.,kew-314540
Juncus brachycephalus,(Engelm.) Buchenau,kew-314546
Juncus brevicaudatus,(Engelm.) Fernald,kew-314558
Juncus bufonius,L.,kew-314576
Juncus bulbosus,L.,kew-314645
Juncus canadensis,J.Gay ex Laharpe,kew-314680
Juncus capensis,Thunb.,kew-314696
Juncus capitatus,Weigel,kew-314720
Juncus castaneus,Sm.,kew-314733
Juncus compressus,Jacq.,kew-314772
Juncus conglomeratus,L.,kew-314807
Juncus cooperi,Engelm.,kew-314821
Juncus coriaceus,Mack.,kew-314823
Juncus covillei,Piper,kew-314825
Juncus debilis,A.Gray,kew-314840
Juncus decipiens,(Buchenau) Nakai,kew-314841
Juncus dichotomus,Elliott,kew-314861
Juncus diffusissimus,Buckley,kew-314864
Juncus drummondii,E.Mey.,kew-314882
Juncus dudleyi,Wiegand,kew-314890
Juncus effusus,L.,kew-314902
Juncus ensifolius,Wikstr.,kew-314960
Juncus filiformis,L.,kew-315000
Juncus gerardii,Loisel.,kew-315051
Juncus himalensis,Klotzsch,kew-315161
Juncus imbricatus,Laharpe,kew-315179
Juncus inflexus,L.,kew-315191
Juncus interior,Wiegand,kew-315209
Juncus kraussii,Hochst.,kew-315240
Juncus lomatophyllus,Spreng.,kew-315363
Juncus longistylis,Torr.,kew-315377
Juncus maritimus,Lam.,kew-315420
Juncus nevadensis,S.Watson,kew-315512
Juncus nodosus,L.,kew-315527
Juncus oxycarpus,E.Mey. ex Kunth,kew-315571
Juncus oxymeris,Engelm.,kew-315575
Juncus parryi,Engelm.,kew-315590
Juncus pauciflorus,R.Br.,kew-315595
Juncus pelocarpus,E.Mey.,kew-315603
Juncus ranarius,Songeon & E.P.Perrier,kew-315705
Juncus repens,Michx.,kew-315713
Juncus scirpoides,Lam.,kew-315757
Juncus squarrosus,L.,kew-315820
Juncus stygius,L.,kew-315842
Juncus subnodulosus,Schrank,kew-315859
Juncus subsecundus,N.A.Wakef.,kew-315863
Juncus tenuis,Willd.,kew-315959
Juncus trifidus,L.,kew-316015
Juncus triglumis,L.,kew-316034
Juncus vaginatus,R.Br.,kew-316079
Juncus xiphioides,E.Mey.,kew-316105
Junellia selaginoides,(Kunth ex Walp.) Moldenke,kew-105394
Junellia seriphioides,(Gillies & Hook.) Moldenke,kew-105397
Junellia spathulata,(Gillies & Hook.) Moldenke,kew-105402
Junellia succulentifolia,(Kuntze) Moldenke,kew-105409
Junellia tridactylites,(Lag.) Moldenke,kew-105414
Jungermannia atrovirens,Dumort.,tro-35185289
Jungermannia exsertifolia,Stephani,tro-35185294
Jungermannia obovata,Nees,tro-35185306
Jungermannia pumila,With.,tro-35185308
Juniperus ashei,J.Buchholz,kew-2332607
Juniperus barbadensis,L.,kew-2332604
Juniperus bermudiana,L.,kew-2332581
Juniperus californica,Carrière,kew-2332639
Juniperus cedrus,Webb & Berthel.,kew-2332652
Juniperus chinensis,L.,kew-2332634
Juniperus coahuilensis,(Martínez) Gaussen ex R.P.Adams,kew-2332629
Juniperus communis,L.,kew-2332579
Juniperus deppeana,Steud.,kew-2332518
Juniperus durangensis,Martínez,kew-2332565
Juniperus excelsa,M.Bieb.,kew-2332546
Juniperus flaccida,Schltdl.,kew-2332544
Juniperus gracilior,Pilg.,kew-2332764
Juniperus horizontalis,Moench,kew-2332743
Juniperus indica,Bertol.,kew-2332789
Juniperus macrocarpa,Sm.,kew-2332684
Juniperus monosperma,(Engelm.) Sarg.,kew-2332664
Juniperus occidentalis,Hook.,kew-2332719
Juniperus osteosperma,(Torr.) Little,kew-2332725
Juniperus oxycedrus,L.,kew-2332702
Juniperus phoenicea,L.,kew-2332707
Juniperus pinchotii,Sudw.,kew-2332862
Juniperus procera,Hochst. ex Endl.,kew-2332772
Juniperus procumbens,(Siebold ex Endl.) Miq.,kew-2332773
Juniperus pseudosabina,Fisch. & C.A.Mey.,kew-2332778
Juniperus recurva,Buch.-Ham. ex D.Don,kew-2331667
Juniperus rigida,Siebold & Zucc.,kew-2331642
Juniperus sabina,L.,kew-2331683
Juniperus scopulorum,Sarg.,kew-2331680
Juniperus semiglobosa,Regel,kew-2331681
Juniperus squamata,Buch.-Ham. ex D.Don,kew-2331589
Juniperus thurifera,L.,kew-2329479
Juniperus virginiana,L.,kew-2331595
Jurinea albicaulis,Bunge,gcc-29454
Jurinea carduiformis,(Jaub. & Spach) Boiss.,gcc-78773
Jurinea cyanoides,(L.) Rchb.,gcc-36088
Jurinea lanipes,Rupr.,gcc-88057
Jurinea mollis,(L.) Rchb.,gcc-97000
Jurinea robusta,Schrenk,gcc-117058
Justicia adhatoda,L.,kew-2330223
Justicia americana,(L.) Vahl,kew-2330261
Justicia betonica,L.,kew-2330408
Justicia carnea,Lindl.,kew-2331183
Justicia gendarussa,Burm.f.,kew-2330879
Justicia odora,(Forssk.) Lam.,tro-102185
Juttadinteria albata,L. Bolus,tro-702103
Kabuyea hostifolia,(Engl.) Brummitt,kew-279785
Kadsura coccinea,(Lem.) A.C.Sm.,kew-2335466
Kadsura heteroclita,(Roxb.) Craib,kew-2335472
Kadsura japonica,(L.) Dunal,kew-2335511
Kadsura longipedunculata,Finet & Gagnep.,kew-2335513
Kadsura oblongifolia,Merr.,kew-2335508
Kadua centranthoides,Hook. & Arn.,kew-105445
Kadua elatior,(H.Mann) A.Heller,kew-105456
Kadua foggiana,(Fosberg) W.L.Wagner & Lorence,kew-376428
Kadua littoralis,Hillebr.,kew-105470
Kadua munroi,,
Kageneckia angustifolia,D.Don,rjp-24384
Kageneckia oblonga,Ruiz & Pav.,rjp-24389
Kalaharia uncinata,(Schinz) Moldenke,kew-105513
Kalanchoe beauverdii,Raym.-Hamet,tro-8901925
Kalanchoe beharensis,Drake,tro-8901435
Kalanchoe blossfeldiana,Poelln.,tro-8900007
Kalanchoe daigremontiana,Raym.-Hamet & H. Perrier,tro-8900296
Kalanchoe densiflora,Rolfe,tro-8901937
Kalanchoe gastonis-bonnieri,Raym.-Hamet & H. Perrier,tro-8901867
Kalanchoe grandiflora,Wight & Arn.,tro-8900011
Kalanchoe linearifolia,Drake,tro-8901437
Kalanchoe miniata,Hilsenb. & Bojer ex Tul.,tro-8901439
Kalanchoe rosei,Raym.-Hamet & H. Perrier,tro-8901565
Kalanchoe synsepala,Baker,tro-8901490
Kalanchoe tomentosa,Baker,tro-8901492
Kalidium caspicum,(L.) Ung.-Sternb.,kew-2334134
Kalidium cuspidatum,(Ung.-Sternb.) Grubov,tro-7201229
Kalidium foliatum,(Pall.) Moq.,kew-2334129
Kalidium gracile,Fenzl,tro-7202725
Kalimeris indica,(L.) Sch.Bip.,gcc-140038
Kaliphora madagascariensis,Hook.f.,kew-105520
Kallstroemia maxima,(L.) Hook. & Arn.,kew-2604765
Kallstroemia parviflora,Norton,tro-34600047
Kalmia angustifolia,L.,kew-2333601
Kalmia buxifolia,(Bergius) Gift & Kron,tro-50310693
Kalmia ericoides,C. Wright ex Griseb.,tro-12303528
Kalmia latifolia,L.,kew-2333573
Kalmia microphylla,(Hook.) A. Heller,tro-12300030
Kalmia polifolia,Wangenh.,kew-2333582
Kalopanax septemlobus,(Thunb.) Koidz.,kew-105534
Kanahia laniflora,(Forssk.) R.Br.,kew-2334387
Kanaloa kahoolawensis,Lorence & K.Wood,ild-39601
Kandelia candel,(L.) Druce,tro-27600084
Kandelia obovata,"""Sheue, H.Y. Liu & J. Yong""",tro-50288356
Kardomia granitica,(A.R.Bean) Peter G.Wilson,kew-373137
Kardomia jucunda,(S.T.Blake) Peter G.Wilson,kew-373141
Kardomia odontocalyx,(A.R.Bean) Peter G.Wilson,kew-373139
Kardomia prominens,(A.R.Bean) Peter G.Wilson,kew-373136
Kardomia silvestris,(A.R.Bean) Peter G.Wilson,kew-373135
Kardomia squarrulosa,(Domin) Peter G.Wilson,kew-373133
Kayea elmeri,Merr.,kew-2333723
Kayea racemosa,Planch. & Triana,kew-2333798
Kayea stylosa,Thwaites,kew-2333769
Keayodendron bridelioides,Leandri,kew-105663
Keckiella antirrhinoides,(Benth.) Straw,tro-29201008
Keckiella breviflora,(Lindl.) Straw,tro-29201010
Keckiella cordifolia,(Benth.) Straw,tro-29201012
Keckiella corymbosa,(Benth.) Straw,tro-29201013
Keckiella lemmonii,(A. Gray) Straw,tro-29201014
Keckiella rothrockii,(A. Gray) Straw,tro-29201015
Keckiella ternata,(Torr. ex A. Gray) Straw,tro-29201017
Kedrostis africana,(L.) Cogn.,tro-9200886
Kedrostis foetidissima,(Jacq.) Cogn.,kew-2335553
Kedrostis nana,Cogn.,tro-9200907
Keetia gueinzii,(Sond.) Bridson,kew-105679
Keetia hispida,(Benth.) Bridson,kew-105680
Keetia venosa,(Oliv.) Bridson,kew-105701
Keetia zanzibarica,(Klotzsch) Bridson,kew-105703
Kefersteinia excentrica,Dressler & Mora-Ret.,kew-105726
Kefersteinia expansa,(Rchb.f.) Rchb.f.,kew-105727
Kefersteinia guacamayoana,Dodson & Hirtz,kew-105731
Kefersteinia maculosa,Dressler,kew-105745
Kefersteinia microcharis,Schltr.,kew-105746
Kefersteinia trullata,Dressler,kew-105770
Kegeliella atropilosa,L.O.Williams & A.H.Heller,kew-105780
Kegeliella kupperi,Mansf.,kew-105782
