Appendix S4. List of the species of PhytoPhylo (a megaphylogeny of plants in the world),,
Asclepias curassavica,L.,kew-2654713
Asclepias exaltata,L.,kew-2654772
Asclepias fascicularis,Decne.,kew-2654778
Asclepias incarnata,L.,kew-2654856
Asclepias linaria,Cav.,kew-2654917
Asclepias longifolia,Michx.,kew-2654931
Asclepias syriaca,L.,kew-2655219
Asclepias tuberosa,L.,kew-2655244
Asclepias viridis,Walter,kew-2655300
Ascocentropsis pusilla,(Aver.) Senghas & Schildh.,kew-16558
Ascocentrum christensonianum,Haager,kew-16565
Ascochilus emarginatus,(Blume) Schuit.,kew-16585
Ascolepis capensis,(Kunth) Ridl.,kew-220921
Ascolepis protea,Welw.,kew-220944
Asepalum eriantherum,(Vatke) Marais,kew-16638
Asimina angustifolia,Raf.,kew-2655402
Asimina obovata,(Willd.) Nash,kew-2655423
Asimina parviflora,(Michx.) Dunal,kew-2655424
Asimina pygmaea,(W.Bartram) Dunal,kew-2655427
Asimina tetramera,Small,kew-2655434
Asimina triloba,(L.) Dunal,kew-2655435
Askidiosperma alboaristatum,(Pillans) H.Linder,kew-220979
Askidiosperma alticola,(E.Esterhuysen) H.P.Linder,kew-220980
Askidiosperma andreaeanum,(Pillans) H.Linder,kew-220981
Askidiosperma capitatum,Steud.,kew-220982
Askidiosperma chartaceum,(Pillans) H.Linder,kew-220983
Askidiosperma esterhuyseniae,(Pillans) H.Linder,kew-220986
Askidiosperma insigne,(Pillans) H.Linder,kew-220987
Askidiosperma longiflorum,(Pillans) H.Linder,kew-220988
Askidiosperma nitidum,(Mast.) H.Linder,kew-220989
Askidiosperma paniculatum,(Mast.) H.Linder,kew-220990
Askidiosperma rugosum,E.Esterhuysen,kew-220991
Aspalathus capitata,L.,ild-6509
Aspalathus cephalotes,Thunb.,ild-6363
Aspalathus lactea,Thunb.,ild-6566
Aspalathus pachyloba,Benth.,ild-6534
Aspalathus pinguis,Thunb.,ild-6546
Aspalathus recurva,Benth.,ild-6592
Aspalathus triquetra,Thunb.,ild-6374
Asparagus acutifolius,L.,kew-274916
Asparagus asparagoides,(L.) Druce,kew-274958
Asparagus capensis,L.,kew-274981
Asparagus cochinchinensis,(Lour.) Merr.,kew-274989
Asparagus densiflorus,(Kunth) Jessop,kew-275016
Asparagus falcatus,L.,kew-275047
Asparagus filicinus,Buch.-Ham. ex D.Don,kew-275055
Asparagus officinalis,L.,kew-275197
Asparagus racemosus,Willd.,kew-275250
Asparagus setaceus,(Kunth) Jessop,kew-275292
Aspasia epidendroides,Lindl.,kew-16654
Asperula arvensis,L.,kew-16706
Asperula cynanchica,L.,kew-16790
Asperula glomerata,(M.Bieb.) Griseb.,kew-16864
Asperula laevigata,L.,kew-16927
Asperula molluginoides,(M.Bieb.) Rchb.,kew-16978
Asperula purpurea,(L.) Ehrend.,kew-17054
Asperula taurina,L.,kew-17145
Asperula tinctoria,L.,kew-17159
Asphodeline lutea,(L.) Rchb.,kew-275397
Asphodelus aestivus,Brot.,kew-275439
Asphodelus albus,Mill.,kew-275445
Aspicarpa brevipes,(Sessé ex DC.) W.R.Anderson,kew-2656119
Aspicarpa pulchella,(Griseb.) O'Donell & Lourteig,kew-2656152
Aspidistra daibuensis,Hayata,kew-275643
Aspidistra elatior,Blume,kew-275646
Aspidistra elatior var. attenuata,(Hayata) S.S.Ying,kew-300092
Aspidistra longifolia,Hook.f.,kew-275661
Aspidistra sutepensis,K.Larsen,kew-275681
Aspidoglossum heterophyllum,E.Mey.,kew-2656211
Aspidopterys elliptica,(Blume) A.Juss.,kew-2656253
Aspidosperma australe,Müll.Arg.,kew-17232
Aspidosperma cuspa,(Kunth) S.F.Blake ex Pittier,kew-17249
Aspidosperma cylindrocarpon,Müll.Arg.,kew-17250
Aspidosperma desmanthum,Benth. ex Müll.Arg.,kew-17256
Aspidosperma excelsum,Benth.,kew-17269
Aspidosperma megalocarpon,Müll.Arg.,kew-17308
Aspidosperma myristicifolium,(Markgr.) Woodson,kew-17317
Aspidosperma pyrifolium,Mart.,kew-17343
Aspidosperma quebracho-blanco,Schltdl.,kew-17346
Aspidosperma spruceanum,Benth. ex Müll.Arg.,kew-17370
Aspidosperma triternatum,N.Rojas,kew-17379
Aspidostemon parvifolius,(Scott-Elliot) van der Werff,kew-2603591
Asplenium abscissum,Willd.,tro-26602477
Asplenium adiantum,lanceolatum Hoffm.,ifn-4850
Asplenium aegaeum,"""Lovis, Reichst. & Greuter in Reichst., Lovis, Greuter & Zaffran""",ifn-4864
Asplenium aethiopicum,(Burm. f.) Bech.,tro-26601090
Asplenium affine,Sw.,tro-26601096
Asplenium anceps,Lowe ex Hook. & Grev.,tro-26610476
Asplenium anisophyllum,Kunze,tro-26601044
Asplenium antiquum,Makino,tro-26603318
Asplenium antrophyoides,Christ,tro-26618251
Asplenium bourgaei,Boiss.; Milde,ifn-5195
Asplenium bulbiferum,G. Forst.,tro-26616681
Asplenium caudatum,G. Forst.,tro-26602484
Asplenium chathamense,Brownsey,tro-100367836
Asplenium cheilosorum,Kunze ex Mett.,tro-26609725
Asplenium christii,Hieron.,tro-26604389
Asplenium cordatum,(Thunb.) Sw.,tro-100378468
Asplenium cristatum,Lam.,tro-26602488
Asplenium cuneatiforme,Christ,tro-26623464
Asplenium cuneifolium,Viv.,tro-26610402
Asplenium cymbifolium,Christ,ifn-5531
Asplenium cyprium,Viane & Van Den Heede,tro-50269617
Asplenium dalhousiae,Hook.,tro-26604221
Asplenium dareoides,Desv.,tro-26605471
Asplenium davallioides,Hook.,tro-26623093
Asplenium difforme,R. Br.,tro-100376416
Asplenium dimorphum,Kunze,ifn-5626
Asplenium dregeanum,Kunze,tro-26601108
Asplenium elliottii,C.H. Wright,tro-26615501
Asplenium ensiforme,Wall. ex Hook. & Grev.,tro-26611331
Asplenium erectum,Bory ex Willd.,tro-26601072
Asplenium feei,Kunze ex Fée,tro-26602495
Asplenium filipes,Copel.,tro-26611332
Asplenium finlaysonianum,Wall. ex Hook,tro-26613107
Asplenium fissum,Kit.,tro-26611120
Asplenium flabellifolium,Cav.,tro-50306002
Asplenium flaccidum,G. Forst.,tro-50338202
Asplenium foresiense,Legrand,tro-26609727
Asplenium formosum,Willd.,tro-26602496
Asplenium friesiorum,C. Chr.,tro-26601019
Asplenium gemmiferum,Schrad.,tro-26606975
Asplenium griffithianum,Hook.,tro-26611333
Asplenium hallbergii,Mickel & Beitel,tro-26624254
Asplenium haughtonii,"""Bir, Fraser-Jenk. & Lovis""",ifn-6059
Asplenium hemionitis,L.,tro-26608735
Asplenium hemitomum,Hieron.,tro-26605699
Asplenium heterochroum,Kunze,tro-26602500
Asplenium hispanicum,Greuter & Burdet,ifn-6109
Asplenium hobdyi,W.H. Wagner,tro-50042441
Asplenium hookerianum,Col.,ifn-6122
Asplenium hostmannii,Hieron.,tro-26609201
Asplenium incisum,Thunb.,tro-26608989
Asplenium interjectum,Christ,tro-26618261
Asplenium jahandiezii,Rouy,tro-50316897
Asplenium juglandifolium,Lam.,tro-26602505
Asplenium laciniatum,D. Don,tro-26610918
Asplenium lamprophyllum,Carse,ifn-6304
Asplenium lolegnamense,Viane,ifn-6402
Asplenium loxoscaphoides,Baker,tro-26625444
Asplenium lunulatum,Sw.,tro-26603501
Asplenium lushanense,C. Chr.,tro-26613241
Asplenium majoricum,Litard.,tro-50009422
Asplenium mannii,Hook.,tro-26601103
Asplenium monanthes,L.,tro-26601053
Asplenium montanum,Willd.,tro-26602514
Asplenium myriophyllum,(Sw.) C. Presl,tro-26602515
Asplenium nidus,L.,tro-26601011
Asplenium normale,D. Don,tro-26601055
Asplenium obliquum,G. Forst.,tro-50310705
Asplenium oblongifolium,Colenso,tro-100376417
Asplenium obtusatum,G. Forst.,tro-26605477
Asplenium octoploideum,Viane & Van den heede,ifn-6810
Asplenium onopteris,L.,tro-26600049
Asplenium parvifolium,Vida & Reichst.,ifn-6874
Asplenium pauperequitum,Brownsey & P.J.Jacks.,ifn-6889
Asplenium pekinense,Hance,tro-26609730
Asplenium peruvianum,Desv.,tro-50000573
Asplenium petrarchae,DC.,tro-26610697
Asplenium phillipsianum,"""(Kümmerle) Bir, Fraser-Jenk. & Lovis""",tro-26610440
Asplenium phyllitidis,D. Don,tro-26613105
Asplenium platyneuron,"""(L.) Britton, Sterns & Poggenb.""",tro-26603822
Asplenium polyodon,G. Forst.,tro-26602526
Asplenium praegracile,Rosenst.,tro-26601021
Asplenium praemorsum,Sw.,tro-26603363
Asplenium prolongatum,Hook.,tro-26611351
Asplenium protensum,Schrad.,tro-26601070
Asplenium pseudowilfordii,Tagawa,tro-26611352
Asplenium pteropus,Kaulf.,tro-26602531
Asplenium punjabense,"""Bir, Fraser-Jenk. & Lovis""",tro-26610438
Asplenium radicans,L.,tro-26602533
Asplenium resiliens,Kunze,tro-26602536
Asplenium richardii,Hook.f.,ifn-7242
Asplenium ruprechtii,Sa. Kurata,tro-26611356
Asplenium ruta,Wall.,ifn-7277
Asplenium rutifolium,(Bergius) Kunze,tro-26604395
Asplenium sagittatum,"""(DC.) Bunge, A. J.""",tro-100374459
Asplenium sandersonii,Hook.,tro-26601029
Asplenium sarelii,Hook.,tro-26610395
Asplenium scolopendrium,L.,tro-26603800
Asplenium seelosii,Leybold,ifn-7389
Asplenium septentrionale,(L.) Hoffm.,tro-26602545
Asplenium setoi,N.Murak. & Seriz.,ifn-7447
Asplenium shuttleworthianum,Kunze,ifn-7463
Asplenium simplicifrons,F. Muell.,tro-50009497
Asplenium smedsii,Pic. Serm.,tro-50302516
Asplenium sphenotomum,Hillebr.,tro-26602549
Asplenium sulcatum,Lam.,tro-26616112
Asplenium tenerum,G. Forst.,tro-26611357
Asplenium tenuicaule,Hayata,tro-26613242
Asplenium theciferum,(Kunth) Mett.,tro-26601121
Asplenium trichomanes,L.,tro-26602551
Asplenium tripteropus,Nakai,tro-26611359
Asplenium unilaterale,Lam.,tro-26600058
Asplenium unilaterale var. decurrens,(Bedd.) H.S. Kung,tro-50051369
Asplenium variabile,Hook.,tro-26615080
Asplenium varians,Wall. ex Hook. & Grev.,tro-26602556
Asplenium vieillardii,Mett.,ifn-7873
Asplenium viride,Huds.,tro-26603160
Asplenium volkensii,Hieron.,tro-26616181
Asplenium wilfordii,Mett. ex Kuhn,tro-26611360
Asplenium wrightii,Eaton ex Hook.,tro-26600059
Asplenium wrightioides,Christ,tro-26618283
Asplenium yoshinagae,Makino,tro-26609424
Asplenium yunnanense,Franch.,tro-26613243
Astartea astarteoides,(Benth.) Rye,kew-346048
Astartea fascicularis,(Labill.) A.Cunn. ex DC.,kew-17406
Astartea heteranthera,C.A.Gardner,kew-17409
Astelia alpina,R.Br.,kew-275798
Astelia banksii,A.Cunn.,kew-275803
Astelia linearis,Hook.f.,kew-275819
Astelia nervosa,Banks & Sol. ex Hook.f.,kew-275832
Astelia pumila,(J.R.Forst.) Gaudich.,kew-275846
Astephanus triflorus,(L.f.) R.Br.,kew-2656473
Aster ageratoides,Turcz.,gcc-47625
Aster alpinus,L.,gcc-47737
Aster amellus,L.,gcc-6220
Aster bakerianus,Burtt Davy ex C.A.Sm.,gcc-13118
Aster hispidus,Thunb.,gcc-130622
Aster subulatus,(Michx.) Hort. ex Michx.,gcc-78175
Aster tataricus,L.f.,gcc-95944
Asteranthe asterias,(S.Moore) Engl. & Diels,kew-2656483
Asteranthera ovata,(Cav.) Hanst.,kew-2656489
Asteranthos brasiliensis,Desf.,kew-312896
Asteridea asteroides,(Turcz.) Kroner,gcc-76940
Asteridea athrixioides,(Sond. & F.Muell.) Kroner,gcc-52509
Asteridea nivea,(Steetz) Kroner,gcc-14434
Asteriscium chilense,Cham. & Schltdl.,gcc-78561
Asteriscus pinifolius,Maire & Wilczek,gcc-107058
Asterogyne martiana,(H.Wendl.) H.Wendl. ex Drude,kew-17423
Asterolasia asteriscophora,(F.Muell.) Druce,kew-2656656
Asterolasia muricata,J.M.Black,kew-2656671
Asterolasia phebalioides,F.Muell.,kew-2656675
Asteromyrtus brassii,(Byrnes) Craven,kew-17435
Asteromyrtus lysicephala,(F.Muell. & F.M.Bailey) Craven,kew-17437
Asteromyrtus symphyocarpa,(F.Muell.) Craven,kew-17439
Asteropeia micraster,Hallier f.,kew-17449
Asteropyrum cavaleriei,(H.Lév. & Vaniot) J.R.Drumm & Hutch.,kew-2656699
Asterostigma cryptostylum,Bogner,kew-17463
Asterostigma cubense,(A.Rich.) K.Krause ex Bogner,kew-17464
Asterostigma lividum,(Lodd.) Engl.,kew-17470
Asterostigma lombardii,E.G.Gonç.,kew-17471
Asterostigma reticulatum,E.G.Gonç.,kew-221010
Asterostigma riedelianum,(Schott) Kuntze,kew-17476
Asterostigma tweedieanum,Schott,kew-17477
Asterotrichion discolor,(Hook.) Melville,kew-2656714
Astilbe biternata,(Vent.) Britton,kew-2656726
Astilbe grandis,Stapf ex E.H.Wilson,kew-2656751
Astilbe japonica,(C.Morren & Decne.) A.Gray,kew-2656758
Astilbe rivularis,Buch.-Ham. ex D.Don,kew-2656794
Astilbe rubra,Hook.f. & Thomson,kew-2656798
Astilbe thunbergii,(Siebold & Zucc.) Miq.,kew-2656808
Astilboides tabularis,(Hemsl.) Engl.,kew-2656830
Astracantha peristerea,(Boiss. & Hausskn.) Podlech,ild-35781
Astraea lobata,(L.) Klotzsch,kew-221015
Astragalus acutirostris,S.Watson,ild-15911
Astragalus adsurgens,Pall.,ild-15913
Astragalus allochrous,A.Gray,ild-15918
Astragalus alpinus,L.,ild-10175
Astragalus alyssoides,Lam.,ild-36260
Astragalus amatus,Clos,ild-15922
Astragalus americanus,(Hook.) M.E.Jones,ild-15924
Astragalus arnottianus,(Gillies) Reiche,ild-24872
Astragalus atropilosulus,(Hochst.) Bunge,ild-7528
Astragalus boeticus,L.,ild-7543
Astragalus calycosus,S.Watson,ild-15254
Astragalus campylorrhynchus,Fisch. & C.A.Mey.,ild-35998
Astragalus canadensis,L.,ild-15256
Astragalus casei,A.Gray,ild-15260
Astragalus ceramicus,E.Sheld.,ild-15263
Astragalus cibarius,E.Sheld.,ild-15269
Astragalus cicer,L.,ild-8614
Astragalus coccineus,(Parry) Brandegee,ild-15276
Astragalus corrugatus,Bertol.,ild-7554
Astragalus cruckshanksii,(Hook. & Arn.) Griseb.,ild-15292
Astragalus cryptobotrys,I.M.Johnst.,ild-15296
Astragalus darumbium,(Colla) Clos,ild-30549
Astragalus depressus,L.,ild-7558
Astragalus douglasii,(Torr. & A.Gray) A.Gray,ild-19989
Astragalus epiglottis,L.,ild-7565
Astragalus eremophilus,Boiss.,ild-7568
Astragalus eucosmus,Robinson,ild-16202
Astragalus exscapus,L.,ild-7570
Astragalus filiformis,(DC.) Poir.,ild-38303
Astragalus filipes,A.Gray,ild-16207
Astragalus fragrans,Willd.,ild-35877
Astragalus frigidus,(L.) A.Gray,ild-8626
Astragalus glycyphyllos,L.,ild-8631
Astragalus hamosus,L.,ild-7589
Astragalus hoantchy,Franch.,ild-44784
Astragalus inyoensis,E.Sheld.,ild-16248
Astragalus johnstonii,Gómez-Sosa,tro-50128917
Astragalus layneae,Greene,ild-16257
Astragalus lonchocarpus,Torr.,ild-16271
Astragalus looseri,I.M.Johnst.,ild-30969
Astragalus malacus,A.Gray,ild-16281
Astragalus melilotoides,Pall.,ild-31277
Astragalus miser,Hook.,ild-16293
Astragalus mollissimus,Torr.,ild-16298
Astragalus mongholicus,Bunge,ild-31278
Astragalus monticola,Phil.,ild-16302
Astragalus neglectus,(Torr. & A.Gray) E.Sheld.,ild-16308
Astragalus newberryi,A.Gray,ild-16312
Astragalus nothoxys,A.Gray,ild-16314
Astragalus nuttallii,(Torr. & A.Gray) J.T.Howell,ild-16319
Astragalus obscurus,S.Watson,ild-16323
Astragalus odoratus,Lam.,ild-8657
Astragalus oophorus,S.Watson,ild-16327
Astragalus paposanus,I.M.Johnst.,ild-16337
Astragalus pehuenches,Niederl.,ild-19995
Astragalus pelecinus,(L.) Barneby,ild-7619
Astragalus penduliflorus,Lam.,ild-10178
Astragalus platytropis,A.Gray,ild-16356
Astragalus podocarpus,C.A.Mey.,ild-36352
Astragalus polycladus,Bureau & Franch.,ild-44959
Astragalus praelongus,E.Sheld.,ild-16360
Astragalus preussii,A.Gray,ild-16361
Astragalus propinquus,Schischkin,ild-31282
Astragalus scaberrimus,Bunge,ild-45081
Astragalus schmalhausenii,Bunge,ild-36535
Astragalus sesquiflorus,S.Watson,ild-16408
Astragalus sieversianus,Pall.,ild-31297
Astragalus sinicus,L.,ild-31284
Astragalus sparsus,Decne.,ild-36195
Astragalus spatulatus,E.Sheld.,ild-16419
Astragalus speirocarpus,A.Gray,ild-16420
Astragalus stevenianus,DC.,ild-36429
Astragalus tanguticus,Batalin,ild-44827
Astragalus tenellus,Pursh,ild-16431
Astragalus tribuloides,Delile,ild-7648
Astragalus trichopodus,(Torr. & A.Gray) A.Gray,ild-20002
Astragalus uliginosus,L.,ild-45035
Astragalus umbellatus,Bunge,ild-8697
Astragalus vogelii,(Webb) Bornm.,ild-7654
Astragalus woodruffii,M.E.Jones,ild-16471
Astragalus wootonii,E.Sheld.,ild-16472
Astranthium integrifolium,(Michx.) Nutt.,gcc-21173
Astrantia major,L.,kew-2663972
Astrebla elymoides,F.Muell. ex F.M.Bailey,kew-396880
Astrebla lappacea,(Lindl.) Domin,kew-396881
Astrebla pectinata,(Lindl.) F.Muell. ex Benth.,kew-396882
Astrephia chaerophylloides,(Sm.) DC.,kew-2664011
Astripomoea grantii,Verdc.,tro-8502454
Astripomoea malvacea,(Klotzsch) A. Meeuse,tro-8500001
Astrocaryum aculeatum,G.Mey.,kew-17498
Astrocaryum alatum,Loomis,kew-17499
Astrocaryum chambira,Burret,kew-17510
Astrocaryum huaimi,Mart.,kew-17534
Astrocaryum jauari,Mart.,kew-17539
Astrocaryum mexicanum,Liebm. ex Mart.,kew-17549
Astrocaryum murumuru,Mart.,kew-17552
Astrocaryum paramaca,Mart.,kew-17561
Astrocaryum sciophilum,(Miq.) Pulle,kew-17572
Astrocaryum standleyanum,L.H.Bailey,kew-17579
Astrocaryum vulgare,Mart.,kew-17587
Astrocasia jacobinensis,(Müll.Arg.) G.L.Webster,kew-17594
Astrocasia neurocarpa,(Müll.Arg.) I.M.Johnst. ex Standl.,kew-17595
Astrocasia tremula,(Griseb.) G.L.Webster,kew-17599
Astrococcus cornutus,Benth.,kew-17602
Astrodaucus littoralis,(M.Bieb.) Drude,kew-2664064
Astrodaucus orientalis,(L.) Drude,kew-2664065
Astroloba congesta,(Salm-Dyck) Uitewaal,kew-275875
Astroloba corrugata,N.L.Mey. & Gideon F.Sm.,kew-275876
Astroloba foliolosa,(Haw.) Uitewaal,kew-275880
Astroloba rubriflora,(L.Bolus) Gideon F.Sm. & J.C.Manning,kew-300104
Astroloba spiralis,(L.) Uitewaal,kew-275884
Astroloma conostephioides,(Sond.) F.Muell. ex Benth.,kew-2664077
Astroloma humifusum,(Cav.) R.Br.,kew-2664088
Astroloma pinifolium,(R.Br.) Benth.,kew-2664102
Astroloma xerophyllum,Sond.,kew-2664109
Astronia macrophylla,Blume,tro-50188194
Astronia smilacifolia,Triana,ifn-73426
Astronium balansae,Engl.,kew-2664111
Astronium fraxinifolium,Schott,kew-2664117
Astronium graveolens,Jacq.,kew-2664129
Astronium urundeuva,Engl.,kew-2664146
Astrophytum myriostigma,Lem.,kew-2664211
Astrotricha latifolia,Benth.,kew-17624
Astrotricha pterocarpa,Benth.,kew-17634
Astrotrichilia asterotricha,(Radlk.) Cheek,kew-2664264
Astroworthia bicarinata,(Haw.) G.D.Rowley,kew-275888
Astus tetragonus,(F.Muell. ex Benth.) Trudgen & Rye,kew-346052
Asyneuma virgatum,(Labill.) Bornm.,kew-360800
Asystasia gangetica,(L.) T.Anderson,kew-2664335
Atalantia buxifolia,(Poir.) Oliv. ex Benth.,kew-2664422
Atalantia ceylanica,(Arn.) Oliv.,kew-2664426
Atalaya alata,(Sim) H.M.L.Forbes,kew-2664489
Atalaya angustifolia,S.T.Reynolds,kew-2664490
Atalaya salicifolia,(DC.) Blume,kew-2664507
Atamisquea emarginata,Miers ex Hook. & Arn.,kew-2664513
Ateleia guaraya,Herzog,ild-16479
Ateleia herbert-smithii,Pittier,ild-16480
Athanasia juncea,(DC.) D.Dietr.,gcc-113621
Athanasia minuta,(L.f.) Källersjö,gcc-76976
Athanasia trifurcata,(L.) L.,gcc-138444
Atherosperma moschatum,Labill.,kew-2664805
Athertonia diversifolia,(C.T.White) L.A.S.Johnson & B.G.Briggs,kew-2664817
Athroisma hastifolium,Mattf.,gcc-143045
Athrotaxis cupressoides,D.Don,kew-2664826
Athrotaxis selaginoides,D.Don,kew-2664833
Athrotaxis X laxifolia,Hook.,kew-2664832
Athyana weinmannifolia,(Griseb.) Radlk.,kew-2664843
Athyrium alpestre,(Hoppe) Clairv.,tro-26615199
Athyrium filix-femina,(L.) Roth,tro-26600065
Athyrium schimperi,Moug. ex Fée,tro-26601171
Athyrium yokoscense,(Franch. & Sav.) Christ,tro-26610726
Athysanus pusillus,(Hook.) Greene,kew-2664849
Atkinsonia ligustrina,(Lindl.) F.Muell.,kew-2664858
Atractocarpus crosbyi,(Burkill) Puttock,kew-17725
Atractocarpus fitzalanii,(F.Muell.) Puttock,kew-17728
Atractocarpus longipes,(A.C.Sm.) Puttock,kew-17734
Atractylis cancellata,L.,gcc-144927
Atractylis carduus,(Forssk.) C.Chr.,gcc-5965
Atractylodes japonica,Koidz. ex Kitam.,gcc-114498
Atractylodes koreana,(Nakai) Kitam.,gcc-110338
Atractylodes lancea,(Thunb.) DC.,gcc-9072
Atraphaxis atraphaxiforme,(Botsch.) T.M. Schust. & Reveal,tro-100377078
Atraphaxis bracteata,Losinsk.,kew-2664931
Atraphaxis pyrifolia,Bunge,kew-2664968
Atraphaxis spinosa,L.,kew-2664973
Atriplex acanthocarpa,(Torr.) S.Watson,kew-2664997
Atriplex acutibractea,R.H.Anderson,kew-2665010
Atriplex amnicola,Paul G.Wilson,kew-2665036
Atriplex angulata,Benth.,kew-2665038
Atriplex californica,Moq.,kew-2665109
Atriplex cana,Ledeb.,kew-2665118
Atriplex canescens,(Pursh) Nutt.,kew-2665120
Atriplex cinerea,Poir.,kew-2665151
Atriplex confertifolia,(Torr. & Frém.) S.Watson,kew-2665172
Atriplex coriacea,Forssk.,kew-2665181
Atriplex deserticola,Phil.,kew-2665223
Atriplex dimorphostegia,Kar. & Kir.,kew-2665227
Atriplex eardleyae,Aellen,kew-2665236
Atriplex elachophylla,F.Muell.,kew-2665239
Atriplex fissivalvis,F.Muell.,kew-2665270
Atriplex gardneri,(Moq.) Standl.,kew-2665288
Atriplex glabriuscula,Edmondston,kew-2665299
Atriplex halimus,L.,kew-2665336
Atriplex holocarpa,F.Muell.,kew-2665363
Atriplex hortensis,L.,kew-2665365
Atriplex hymenelytra,(Torr.) S.Watson,kew-2665372
Atriplex hymenotheca,Moq.,kew-2665373
Atriplex imbricata,(Moq.) D.Dietr.,kew-2665381
Atriplex laciniata,L.,kew-2665407
Atriplex laevis,Ledeb.,kew-2665410
Atriplex lampa,(Moq.) Gillies ex D.Dietr.,kew-2665411
Atriplex lentiformis,(Torr.) S.Watson,kew-2665422
Atriplex leptocarpa,F.Muell.,kew-2665430
Atriplex leucoclada,Boiss.,kew-2665442
Atriplex leucophylla,(Moq.) D.Dietr.,kew-2665447
Atriplex lindleyi,Moq.,kew-2665452
Atriplex littoralis,L.,kew-2665459
Atriplex micrantha,Ledeb.,kew-2665494
Atriplex muelleri,Benth.,kew-2665522
Atriplex nummularia,Lindl.,kew-2665554
Atriplex oblongifolia,Waldst. & Kit.,kew-2665574
Atriplex parryi,S.Watson,kew-2665622
Atriplex patula,L.,kew-2665629
Atriplex pedunculata,L.,kew-2665655
Atriplex peruviana,Moq.,kew-2665664
Atriplex polycarpa,(Torr.) S.Watson,kew-2665678
Atriplex portulacoides,L.,kew-2665685
Atriplex prostrata,Boucher ex DC.,kew-2665694
Atriplex prostrata ssp. calotheca,(Rafn) M.A.Gust.,kew-2665698
Atriplex pseudocampanulata,Aellen,kew-2665708
Atriplex quinii,F.Muell.,kew-2665723
Atriplex rosea,L.,kew-2665739
Atriplex sagittata,Borkh.,kew-2665762
Atriplex semibaccata,R.Br.,kew-2665777
Atriplex semilunaris,Aellen,kew-2665787
Atriplex sibirica,L.,kew-2665798
Atriplex spongiosa,F.Muell.,kew-2665824
Atriplex stipitata,Benth.,kew-2665827
Atriplex sturtii,S.W.L.Jacobs,kew-2665830
Atriplex suberecta,Verd.,kew-2665836
Atriplex tatarica,L.,kew-2665846
Atriplex truncata,(Torr.) A.Gray,kew-2665880
Atriplex undulata,(Moq.) D.Dietr.,kew-2665888
Atriplex vesicaria,Heward ex Benth.,kew-2665906
Atropa belladonna,L.,kew-2665943
Attalea allenii,H.E.Moore,kew-17762
Attalea butyracea,(Mutis ex L.f.) Wess.Boer,kew-17772
Attalea crassispatha,(Mart.) Burret,kew-17784
Attalea phalerata,Mart. ex Spreng.,kew-17822
Attalea speciosa,Mart.,kew-17840
Atuna racemosa,Raf.,kew-360818
Aubletiana macrostachys,(Breteler) J.Murillo,kew-17857
Aubregrinia taiensis,(Aubrév. & Pellegr.) Heine,kew-17860
Aubrieta deltoidea,(L.) DC.,kew-2666134
Aubrieta parviflora,Boiss.,kew-2666171
Aucoumea klaineana,Pierre,kew-2666183
Aucuba chinensis,Benth.,kew-17866
Aucuba himalaica,Hook.f. & Thomson,kew-17880
Aucuba japonica,Thunb.,kew-17884
Audouinia capitata,(L.) Brongn.,kew-2666186
Audouinia esterhuyseniae,(Powrie) A.V.Hall,kew-2903186
Audouinia laevis,(Pillans) A.V.Hall,kew-2902953
Augea capensis,Thunb.,kew-2666238
Augouardia letestui,Pellegr.,ild-782
Aulacocalyx jasminiflora,Hook.f.,kew-17961
Aulax cancellata,(L.) Druce,kew-2666291
Aulax umbellata,(Thunb.) R.Br.,kew-2666295
Aureolaria pedicularia,(L.) Raf. ex Farw.,kew-2666410
Aurinia saxatilis,(L.) Desv.,kew-2666583
Austrobaileya scandens,C.T.White,kew-18328
Austrobryonia centralis,I.Telford,kew-2606384
Austrobuxus alticola,McPherson,kew-18330
Austrobuxus ellipticus,McPherson,kew-18341
Austrobuxus megacarpus,P.I.Forst.,kew-18349
Austrocactus bertinii,(Cels) Britton & Rose,kew-2666632
Austrocedrus chilensis,(D.Don) Pic.Serm. & Bizzarri,kew-2666642
Austrocylindropuntia subulata,(Muehlenpf.) Backeb.,kew-2666686
Austrocylindropuntia vestita,(Salm-Dyck) Backeb.,kew-2666692
Austroeupatorium inulaefolium,(Kunth) R.M.King & H.Rob.,gcc-148874
Austrofestuca littoralis,(Labill.) E.B.Alexeev,kew-397196
Austrolycopodium fastigiatum,(R. Br.) Holub,tro-26619480
Austromatthaea elegans,L.B.Sm.,kew-2666706
Austromuellera trinervia,C.T.White,kew-2666708
Austromyrtus dulcis,(C.T.White) L.S.Sm.,kew-18386
Austrosteenisia blackii,(F.Muell.) R.Geesink,ild-35153
Austrosynotis rectirama,(Baker) C.Jeffrey,gcc-104554
Austrotaxus spicata,Compton,kew-2666726
Avena abyssinica,Hochst.,kew-397275
Avena barbata,Pott ex Link,kew-397352
Avena byzantina,K.Koch,kew-397404
Avena fatua,L.,kew-397488
Avena nuda,L.,kew-397722
Avena sativa,L.,kew-397860
Avena sterilis,L.,kew-397959
Avena strigosa,Schreb.,kew-397998
Averrhoa bilimbi,L.,kew-2666745
Averrhoa carambola,L.,kew-2666746
Avicennia bicolor,Standl.,kew-18437
Avicennia germinans,(L.) L.,kew-18443
Avicennia marina,(Forssk.) Vierh.,kew-18454
Axinandra coriacea,Baill.,kew-18524
