"species","Sample","treat","herb","omni","pred","herb_om"
"LUAL","LUAL2","C",3.8260473766526,1.45019254248404,7.18339700833668,5.27623991913664
"LUAL","LUAL3","C",2.0212236883263,0,1.69309254248404,2.0212236883263
"LUAL","LUAL4","T",0.1096,0,4.59160630896787,0.1096
"LUAL","LUAL5","C",0.93550867649477,0.0341,0.1155,0.96960867649477
"LUAL","LUAL6","T",1.13727103148002,4.28237762745211,6.85829700833668,5.41964865893213
"LUAL","LUAL7","T",3.37060345580008,0,10.9932427053046,3.37060345580008
"LUAL","LUAL8","C",6.01814441124215,0,0,6.01814441124215
"LUAL","LUAL9","C",6.67214273461647,0,1.7976236883263,6.67214273461647
"SAAP","SAAP1","T",19.4854316030693,0,13.6285876176307,19.4854316030693
"SAAP","SAAP10","T",12.5452669589263,0,4.88470630896787,12.5452669589263
"SAAP","SAAP11","T",24.2875922262842,0,0.1636,24.2875922262842
"SAAP","SAAP12","C",6.95455308773691,0,2.51785223292632,6.95455308773691
"SAAP","SAAP15","T",20.0042420582656,0,6.47680446585264,20.0042420582656
"SAAP","SAAP2","C",10.2763006969695,0,2.72665223292632,10.2763006969695
"SAAP","SAAP3","T",18.7028321879378,0.1023,17.4991711598299,18.8051321879378
"SAAP","SAAP4","C",13.4955061754738,0,2.0838236883263,13.4955061754738
"SAAP","SAAP5","T",2.36655310302475,4.45287762745211,0,6.81943073047686
"SAAP","SAAP6","C",4.07925251815631,0.0341,1.8910236883263,4.11335251815631
"SAAP","SAAP7","T",11.6270131614378,0,5.35830446585264,11.6270131614378
"SAAP","SAAP8","C",1.8670236883263,0,0,1.8670236883263
"SAAP","SAAP9","T",11.4361530617368,0,2.27875315448393,11.4361530617368
"SAME","SAME1","T",4.82739589394737,0,0.3272,4.82739589394737
"SAME","SAME10","T",0.086,0.1023,7.2024594634518,0.1883
"SAME","SAME11","C",3.4676473766526,1.48429254248404,2.68145223292632,4.95193991913664
"SAME","SAME12","T",1.44747103148002,0,2.81955315448393,1.44747103148002
"SAME","SAME14","T",4.64991840813263,0,5.22820538741025,4.64991840813263
"SAME","SAME2","C",0.914290901733912,0,0.0682,0.914290901733912
"SAME","SAME3","T",4.53845830843161,0.0341,2.83105223292632,4.57255830843161
"SAME","SAME4","T",4.57719589394737,0,25.93189119726,4.57719589394737
"SAME","SAME5","T",1.79222585956669,0,0.3021,1.79222585956669
"SAME","SAME6","C",11.0612908204886,0,0.0682,11.0612908204886
"SAME","SAME7","T",2.45083236482107,0,1.9202236883263,2.45083236482107
"SAME","SAME8","C",5.57506213994886,0,0,5.57506213994886
"SAME","SAME9","C",7.20876105965471,0,0,7.20876105965471
